Version 2:CSV
Datum:,WGS-84
ZoneOffset:,-8.000000
"Type","Name|Color|Visibility","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Altitude (Feet)","Depth (Feet)","Temp Deg C","Units","DP","DS","DT","VP (Mi/hr)","TP"
T,,69.29818721,-151.10311884,4,9,2008,13,32,0,1e25,1e25,-20.600000,"SM",0.0247,9.3971,587.6164,2.693243,33,
T,,69.29820246,-151.10179131,4,9,2008,13,32,42,1e25,1e25,-20.600000,"SM",0.0324,9.4296,587.6488,2.780715,42,
T,,69.29818721,-151.10064693,4,9,2008,13,33,20,1e25,1e25,-20.600000,"SM",0.0280,9.4576,587.6768,2.649898,38,
T,,69.29814144,-151.09996028,4,9,2008,13,33,57,1e25,1e25,-20.600000,"SM",0.0171,9.4746,587.6939,1.660543,37,
T,,69.29812619,-151.09883116,4,9,2008,13,47,13,1e25,1e25,-20.600000,"SM",0.0276,9.5022,587.7215,0.124819,796,
T,,69.29811093,-151.09748838,4,9,2008,13,47,57,1e25,1e25,-20.600000,"SM",0.0328,9.5350,587.7543,2.684798,44,
T,,69.29809568,-151.09594719,4,9,2008,13,48,47,1e25,1e25,-20.600000,"SM",0.0377,9.5727,587.7919,2.711372,50,
T,,69.29808042,-151.09481807,4,9,2008,13,49,24,1e25,1e25,-20.600000,"SM",0.0276,9.6003,587.8195,2.685303,37,
T,,69.29805754,-151.09411617,4,9,2008,13,49,54,1e25,1e25,-20.600000,"SM",0.0172,9.6175,587.8367,2.065995,30,
T,,69.29804991,-151.09381098,4,9,2008,13,50,4,1e25,1e25,-20.600000,"SM",0.0075,9.6250,587.8442,2.690186,10,
T,,69.29801940,-151.09255973,4,9,2008,13,50,45,1e25,1e25,-20.600000,"SM",0.0306,9.6556,587.8749,2.689849,41,
T,,69.29801177,-151.09204098,4,9,2008,13,51,2,1e25,1e25,-20.600000,"SM",0.0127,9.6683,587.8875,2.685509,17,
T,,69.29800414,-151.09191885,4,9,2008,13,51,6,1e25,1e25,-20.600000,"SM",0.0030,9.6713,587.8906,2.726177,4,
T,,69.29799652,-151.09060667,4,9,2008,13,51,49,1e25,1e25,-20.600000,"SM",0.0321,9.7034,587.9226,2.683635,43,
T,,69.29798889,-151.08883666,4,9,2008,13,52,47,1e25,1e25,-20.600000,"SM",0.0432,9.7466,587.9659,2.683593,58,
T,,69.29798126,-151.08749388,4,9,2008,13,53,31,1e25,1e25,-20.600000,"SM",0.0328,9.7794,587.9987,2.683776,44,
T,,69.29793541,-151.08633416,4,9,2008,13,54,9,1e25,1e25,-20.600000,"SM",0.0285,9.8079,588.0272,2.700268,38,
T,,69.29792779,-151.08561700,4,9,2008,13,54,33,1e25,1e25,-20.600000,"SM",0.0175,9.8254,588.0447,2.628678,24,
T,,69.29792779,-151.08554073,4,9,2008,13,54,36,1e25,1e25,-20.600000,"SM",0.0019,9.8273,588.0465,2.235639,3,
T,,69.29792779,-151.08462517,4,9,2008,13,55,8,1e25,1e25,-20.600000,"SM",0.0224,9.8497,588.0689,2.515785,32,
T,,69.29782863,-151.08357232,4,9,2008,13,55,45,1e25,1e25,-20.600000,"SM",0.0266,9.8763,588.0955,2.589376,37,
T,,69.29756921,-151.08259575,4,9,2008,13,56,26,1e25,1e25,-20.600000,"SM",0.0298,9.9061,588.1254,2.619842,41,
T,,69.29727165,-151.08155815,4,9,2008,13,57,10,1e25,1e25,-20.600000,"SM",0.0326,9.9388,588.1580,2.670082,44,
T,,69.29701994,-151.08062742,4,9,2008,13,57,49,1e25,1e25,-20.600000,"SM",0.0286,9.9674,588.1866,2.642147,39,
T,,69.29681391,-151.07978814,4,9,2008,13,58,22,1e25,1e25,-20.600000,"SM",0.0250,9.9923,588.2116,2.722702,33,
T,,69.29660797,-151.07888793,4,9,2008,13,58,56,1e25,1e25,-20.600000,"SM",0.0262,10.0185,588.2378,2.773217,34,
T,,69.29640957,-151.07797237,4,9,2008,13,59,31,1e25,1e25,-20.600000,"SM",0.0262,10.0448,588.2640,2.698036,35,
T,,69.29613490,-151.07693478,4,9,2008,14,0,13,1e25,1e25,-20.600000,"SM",0.0317,10.0764,588.2957,2.713988,42,
T,,69.29592133,-151.07583616,4,9,2008,14,0,54,1e25,1e25,-20.600000,"SM",0.0306,10.1070,588.3263,2.689079,41,
T,,69.29578395,-151.07502739,4,9,2008,14,1,24,1e25,1e25,-20.600000,"SM",0.0219,10.1290,588.3482,2.630176,30,
T,,69.29560089,-151.07403564,4,9,2008,14,2,1,1e25,1e25,-20.600000,"SM",0.0273,10.1563,588.3755,2.659046,37,
T,,69.29541774,-151.07284541,4,9,2008,14,2,44,1e25,1e25,-20.600000,"SM",0.0317,10.1880,588.4072,2.654714,43,
T,,69.29528807,-151.07174680,4,9,2008,14,3,22,1e25,1e25,-20.600000,"SM",0.0283,10.2163,588.4355,2.680386,38,
T,,69.29515069,-151.07063293,4,9,2008,14,4,1,1e25,1e25,-20.600000,"SM",0.0288,10.2451,588.4644,2.660115,39,
T,,69.29499052,-151.06959533,4,9,2008,14,4,37,1e25,1e25,-20.600000,"SM",0.0277,10.2728,588.4920,2.765756,36,
T,,69.29476161,-151.06840510,4,9,2008,14,5,2,1e25,1e25,-20.600000,"SM",0.0331,10.3059,588.5251,4.766249,25,
T,,69.29444117,-151.06681824,4,9,2008,14,5,36,1e25,1e25,-20.600000,"SM",0.0446,10.3505,588.5698,4.726831,34,
T,,69.29402157,-151.06515502,4,9,2008,14,6,14,1e25,1e25,-20.600000,"SM",0.0499,10.4004,588.6197,4.728692,38,
T,,69.29370113,-151.06411742,4,9,2008,14,6,40,1e25,1e25,-20.600000,"SM",0.0337,10.4341,588.6533,4.660050,26,
T,,69.29331204,-151.06315610,4,9,2008,14,7,8,1e25,1e25,-20.600000,"SM",0.0357,10.4698,588.6890,4.589602,28,
T,,69.29303736,-151.06213376,4,9,2008,14,7,32,1e25,1e25,-20.600000,"SM",0.0314,10.5011,588.7204,4.705283,24,
T,,69.29278557,-151.06135558,4,9,2008,14,7,59,1e25,1e25,-20.600000,"SM",0.0258,10.5269,588.7462,3.436009,27,
T,,69.29250335,-151.06050105,4,9,2008,14,8,37,1e25,1e25,-20.600000,"SM",0.0286,10.5555,588.7747,2.706367,38,
N,ACTIVE LOG 066|Black|1,69.30193325,-150.98074338,4,9,2008,15,39,37,1e25,1e25,-20.600000,"SM",2.0542,0.0000,590.8289,1.354429,5460,
T,,69.30193325,-150.98074338,4,9,2008,15,41,34,1e25,1e25,-20.600000,"SM",0.0000,0.0000,590.8289,0.000000,117,
T,,69.30194087,-150.97990410,4,9,2008,15,42,6,1e25,1e25,-20.600000,"SM",0.0205,0.0205,590.8494,2.306529,32,
T,,69.30194850,-150.97920220,4,9,2008,15,42,38,1e25,1e25,-20.600000,"SM",0.0171,0.0377,590.8666,1.929253,32,
T,,69.30197138,-150.97846979,4,9,2008,15,43,18,1e25,1e25,-20.600000,"SM",0.0180,0.0556,590.8846,1.616005,40,
T,,69.30201715,-150.97788993,4,9,2008,15,43,51,1e25,1e25,-20.600000,"SM",0.0145,0.0701,590.8991,1.582826,33,
T,,69.30217741,-150.97683708,4,9,2008,15,44,30,1e25,1e25,-20.600000,"SM",0.0280,0.0981,590.9271,2.584071,39,
T,,69.30231471,-150.97628782,4,9,2008,15,45,2,1e25,1e25,-20.600000,"SM",0.0164,0.1145,590.9435,1.848229,32,
T,,69.30251311,-150.97564694,4,9,2008,15,45,38,1e25,1e25,-20.600000,"SM",0.0208,0.1353,590.9643,2.080492,36,
T,,69.30271905,-150.97483825,4,9,2008,15,46,16,1e25,1e25,-20.600000,"SM",0.0243,0.1597,590.9886,2.305933,38,
T,,69.30285643,-150.97441094,4,9,2008,15,46,47,1e25,1e25,-20.600000,"SM",0.0141,0.1738,591.0027,1.638127,31,
T,,69.30294796,-150.97421262,4,9,2008,15,46,58,1e25,1e25,-20.600000,"SM",0.0080,0.1818,591.0107,2.606850,11,
T,,69.30318450,-150.97380065,4,9,2008,15,47,29,1e25,1e25,-20.600000,"SM",0.0192,0.2009,591.0299,2.228658,31,
T,,69.30342858,-150.97331232,4,9,2008,15,48,7,1e25,1e25,-20.600000,"SM",0.0207,0.2216,591.0505,1.956727,38,
T,,69.30358121,-150.97259517,4,9,2008,15,48,39,1e25,1e25,-20.600000,"SM",0.0204,0.2420,591.0710,2.299770,32,
T,,69.30368037,-150.97189327,4,9,2008,15,49,15,1e25,1e25,-20.600000,"SM",0.0185,0.2605,591.0894,1.845806,36,
T,,69.30371851,-150.97111509,4,9,2008,15,49,49,1e25,1e25,-20.600000,"SM",0.0192,0.2797,591.1086,2.031225,34,
T,,69.30374902,-150.97027581,4,9,2008,15,50,25,1e25,1e25,-20.600000,"SM",0.0206,0.3003,591.1292,2.060213,36,
T,,69.30372613,-150.96934509,4,9,2008,15,51,2,1e25,1e25,-20.600000,"SM",0.0228,0.3231,591.1520,2.216619,37,
T,,69.30366511,-150.96856683,4,9,2008,15,51,35,1e25,1e25,-20.600000,"SM",0.0195,0.3425,591.1715,2.123571,33,
T,,69.30349731,-150.96742244,4,9,2008,15,52,30,1e25,1e25,-20.600000,"SM",0.0303,0.3728,591.2017,1.980270,55,
T,,69.30342095,-150.96707149,4,9,2008,15,53,9,1e25,1e25,-20.600000,"SM",0.0101,0.3829,591.2118,0.928951,39,
T,,69.30333705,-150.96658325,4,9,2008,15,55,34,1e25,1e25,-20.600000,"SM",0.0133,0.3961,591.2251,0.329143,145,
T,,69.30322263,-150.96568295,4,9,2008,15,56,12,1e25,1e25,-20.600000,"SM",0.0234,0.4195,591.2484,2.213296,38,
T,,69.30318450,-150.96514885,4,9,2008,15,57,0,1e25,1e25,-20.600000,"SM",0.0133,0.4328,591.2617,0.997926,48,
T,,69.30311576,-150.96437068,4,9,2008,15,57,31,1e25,1e25,-20.600000,"SM",0.0196,0.4524,591.2813,2.274602,31,
T,,69.30307000,-150.96374505,4,9,2008,15,58,8,1e25,1e25,-20.600000,"SM",0.0156,0.4680,591.2969,1.517947,37,
T,,69.30302423,-150.96302790,4,9,2008,15,58,35,1e25,1e25,-20.600000,"SM",0.0178,0.4858,591.3147,2.372752,27,
T,,69.30299372,-150.96267695,4,9,2008,15,58,47,1e25,1e25,-20.600000,"SM",0.0088,0.4946,591.3235,2.647634,12,
T,,69.30290982,-150.96166986,4,9,2008,15,59,26,1e25,1e25,-20.600000,"SM",0.0253,0.5199,591.3488,2.332292,39,
T,,69.30289457,-150.96125789,4,9,2008,15,59,55,1e25,1e25,-20.600000,"SM",0.0101,0.5300,591.3589,1.255677,29,
T,,69.30304712,-150.96043395,4,9,2008,16,0,29,1e25,1e25,-20.600000,"SM",0.0227,0.5527,591.3816,2.404992,34,
T,,69.30309288,-150.96029657,4,9,2008,16,0,35,1e25,1e25,-20.600000,"SM",0.0046,0.5573,591.3862,2.766043,6,
T,,69.30323789,-150.95982349,4,9,2008,16,1,6,1e25,1e25,-20.600000,"SM",0.0153,0.5726,591.4015,1.775794,31,
T,,69.30340569,-150.95930474,4,9,2008,16,1,34,1e25,1e25,-20.600000,"SM",0.0172,0.5898,591.4187,2.207885,28,
T,,69.30362698,-150.95864860,4,9,2008,16,2,14,1e25,1e25,-20.600000,"SM",0.0221,0.6119,591.4408,1.993176,40,
T,,69.30371088,-150.95828240,4,9,2008,16,2,28,1e25,1e25,-20.600000,"SM",0.0107,0.6226,591.4515,2.740354,14,
T,,69.30377190,-150.95814510,4,9,2008,16,2,35,1e25,1e25,-20.600000,"SM",0.0054,0.6279,591.4569,2.770234,7,
T,,69.30416107,-150.95718378,4,9,2008,16,3,22,1e25,1e25,-20.600000,"SM",0.0357,0.6636,591.4926,2.733993,47,
T,,69.30452728,-150.95623772,4,9,2008,16,4,8,1e25,1e25,-20.600000,"SM",0.0343,0.6979,591.5268,2.681347,46,
T,,69.30479424,-150.95532225,4,9,2008,16,4,47,1e25,1e25,-20.600000,"SM",0.0290,0.7269,591.5558,2.675193,39,
T,,69.30501552,-150.95407099,4,9,2008,16,5,33,1e25,1e25,-20.600000,"SM",0.0342,0.7610,591.5900,2.673713,46,
T,,69.30523681,-150.95285034,4,9,2008,16,6,18,1e25,1e25,-20.600000,"SM",0.0335,0.7945,591.6235,2.679798,45,
T,,69.30539698,-150.95179740,4,9,2008,16,6,55,1e25,1e25,-20.600000,"SM",0.0280,0.8225,591.6515,2.723369,37,
T,,69.30552665,-150.95066828,4,9,2008,16,7,34,1e25,1e25,-20.600000,"SM",0.0290,0.8515,591.6805,2.675873,39,
T,,69.30566403,-150.94952390,4,9,2008,16,8,14,1e25,1e25,-20.600000,"SM",0.0295,0.8810,591.7100,2.655897,40,
T,,69.30583184,-150.94831841,4,9,2008,16,8,56,1e25,1e25,-20.600000,"SM",0.0316,0.9127,591.7416,2.711548,42,
T,,69.30606075,-150.94721979,4,9,2008,16,9,37,1e25,1e25,-20.600000,"SM",0.0311,0.9438,591.7728,2.734203,41,
T,,69.30626677,-150.94645687,4,9,2008,16,10,8,1e25,1e25,-20.600000,"SM",0.0234,0.9673,591.7962,2.722516,31,
T,,69.30644983,-150.94567870,4,9,2008,16,10,39,1e25,1e25,-20.600000,"SM",0.0228,0.9901,591.8190,2.650605,31,
T,,69.30664823,-150.94480891,4,9,2008,16,11,13,1e25,1e25,-20.600000,"SM",0.0253,1.0154,591.8443,2.676312,34,
T,,69.30672451,-150.94447321,4,9,2008,16,11,26,1e25,1e25,-20.600000,"SM",0.0097,1.0251,591.8540,2.698398,13,
T,,69.30695342,-150.94354240,4,9,2008,16,12,3,1e25,1e25,-20.600000,"SM",0.0277,1.0528,591.8817,2.693943,37,
T,,69.30699918,-150.94338985,4,9,2008,16,12,10,1e25,1e25,-20.600000,"SM",0.0049,1.0577,591.8866,2.512676,7,
T,,69.30703732,-150.94329832,4,9,2008,16,12,14,1e25,1e25,-20.600000,"SM",0.0035,1.0611,591.8901,3.109552,4,
T,,69.30712122,-150.94299314,4,9,2008,16,12,27,1e25,1e25,-20.600000,"SM",0.0094,1.0706,591.8995,2.614314,13,
T,,69.30730437,-150.94203182,4,9,2008,16,13,3,1e25,1e25,-20.600000,"SM",0.0267,1.0972,591.9262,2.666420,36,
T,,69.30756371,-150.94097896,4,9,2008,16,13,45,1e25,1e25,-20.600000,"SM",0.0313,1.1286,591.9575,2.685745,42,
T,,69.30778499,-150.94001764,4,9,2008,16,14,23,1e25,1e25,-20.600000,"SM",0.0280,1.1566,591.9855,2.653626,38,
T,,69.30819696,-150.93959042,4,9,2008,16,15,3,1e25,1e25,-20.600000,"SM",0.0303,1.1869,592.0158,2.728369,40,
T,,69.30860893,-150.93916319,4,9,2008,16,15,44,1e25,1e25,-20.600000,"SM",0.0303,1.2172,592.0461,2.661818,41,
T,,69.30863952,-150.93910217,4,9,2008,16,15,48,1e25,1e25,-20.600000,"SM",0.0026,1.2198,592.0487,2.327416,4,
T,,69.30896759,-150.93852231,4,9,2008,16,16,24,1e25,1e25,-20.600000,"SM",0.0267,1.2465,592.0755,2.672451,36,
T,,69.30922693,-150.93782041,4,9,2008,16,16,56,1e25,1e25,-20.600000,"SM",0.0248,1.2713,592.1003,2.789189,32,
T,,69.30951686,-150.93733208,4,9,2008,16,17,29,1e25,1e25,-20.600000,"SM",0.0233,1.2946,592.1236,2.543025,33,
T,,69.30965424,-150.93696588,4,9,2008,16,17,50,1e25,1e25,-20.600000,"SM",0.0130,1.3077,592.1366,2.235273,21,
T,,69.30991357,-150.93632500,4,9,2008,16,18,22,1e25,1e25,-20.600000,"SM",0.0238,1.3314,592.1604,2.676070,32,
T,,69.31023401,-150.93557733,4,9,2008,16,19,0,1e25,1e25,-20.600000,"SM",0.0287,1.3601,592.1891,2.718323,38,
T,,69.31054682,-150.93496696,4,9,2008,16,19,35,1e25,1e25,-20.600000,"SM",0.0263,1.3864,592.2153,2.700146,35,
T,,69.31082913,-150.93443295,4,9,2008,16,19,56,1e25,1e25,-20.600000,"SM",0.0235,1.4099,592.2388,4.021747,21,
T,,69.31090540,-150.93431091,4,9,2008,16,20,1,1e25,1e25,-20.600000,"SM",0.0061,1.4159,592.2448,4.358766,5,
T,,69.31098168,-150.93418879,4,9,2008,16,20,6,1e25,1e25,-20.600000,"SM",0.0061,1.4220,592.2509,4.359488,5,
T,,69.31154628,-150.93341061,4,9,2008,16,20,40,1e25,1e25,-20.600000,"SM",0.0434,1.4653,592.2943,4.594169,34,
T,,69.31201927,-150.93281549,4,9,2008,16,21,15,1e25,1e25,-20.600000,"SM",0.0358,1.5011,592.3301,3.678540,35,
T,,69.31220242,-150.93270871,4,9,2008,16,21,25,1e25,1e25,-20.600000,"SM",0.0129,1.5140,592.3430,4.651106,10,
T,,69.31262964,-150.93249505,4,9,2008,16,21,51,1e25,1e25,-20.600000,"SM",0.0300,1.5440,592.3730,4.150466,26,
T,,69.31271355,-150.93243403,4,9,2008,16,22,26,1e25,1e25,-20.600000,"SM",0.0060,1.5500,592.3789,0.615642,35,
T,,69.31298059,-150.93241878,4,9,2008,16,33,47,1e25,1e25,-20.600000,"SM",0.0185,1.5684,592.3974,0.097559,681,
T,,69.31328578,-150.93234250,4,9,2008,16,34,16,1e25,1e25,-20.600000,"SM",0.0212,1.5896,592.4186,2.627788,29,
T,,69.31368249,-150.93240352,4,9,2008,16,34,53,1e25,1e25,-20.600000,"SM",0.0275,1.6171,592.4460,2.670892,37,
T,,69.31410972,-150.93244929,4,9,2008,16,35,34,1e25,1e25,-20.600000,"SM",0.0295,1.6466,592.4756,2.593719,41,
T,,69.31451415,-150.93234250,4,9,2008,16,36,11,1e25,1e25,-20.600000,"SM",0.0281,1.6747,592.5036,2.730599,37,
T,,69.31455991,-150.93229674,4,9,2008,16,36,15,1e25,1e25,-20.600000,"SM",0.0034,1.6780,592.5070,3.018195,4,
T,,69.31479637,-150.93162535,4,9,2008,16,36,47,1e25,1e25,-20.600000,"SM",0.0231,1.7012,592.5301,2.603138,32,
T,,69.31507104,-150.93075556,4,9,2008,16,37,25,1e25,1e25,-20.600000,"SM",0.0285,1.7296,592.5586,2.697592,38,
T,,69.31532283,-150.92990111,4,9,2008,16,38,2,1e25,1e25,-20.600000,"SM",0.0272,1.7568,592.5857,2.642346,37,
T,,69.31565090,-150.92887877,4,9,2008,16,38,48,1e25,1e25,-20.600000,"SM",0.0337,1.7905,592.6194,2.638140,46,
T,,69.31597134,-150.92785642,4,9,2008,16,39,33,1e25,1e25,-20.600000,"SM",0.0334,1.8239,592.6528,2.668575,45,
T,,69.31597897,-150.92781066,4,9,2008,16,39,35,1e25,1e25,-20.600000,"SM",0.0012,1.8251,592.6540,2.222967,2,
T,,69.31625364,-150.92691036,4,9,2008,16,40,15,1e25,1e25,-20.600000,"SM",0.0290,1.8541,592.6831,2.612973,40,
T,,69.31645959,-150.92626948,4,9,2008,16,40,45,1e25,1e25,-20.600000,"SM",0.0211,1.8753,592.7042,2.537342,30,
T,,69.31665036,-150.92573547,4,9,2008,16,41,16,1e25,1e25,-20.600000,"SM",0.0185,1.8938,592.7228,2.152543,31,
T,,69.31688690,-150.92512510,4,9,2008,16,41,50,1e25,1e25,-20.600000,"SM",0.0221,1.9159,592.7449,2.341344,34,
T,,69.31701656,-150.92462151,4,9,2008,16,42,21,1e25,1e25,-20.600000,"SM",0.0152,1.9311,592.7601,1.766132,31,
T,,69.31717674,-150.92369079,4,9,2008,16,42,56,1e25,1e25,-20.600000,"SM",0.0253,1.9564,592.7853,2.598772,35,
T,,69.31735989,-150.92262268,4,9,2008,16,43,37,1e25,1e25,-20.600000,"SM",0.0290,1.9854,592.8143,2.544107,41,
T,,69.31743616,-150.92207333,4,9,2008,16,43,57,1e25,1e25,-20.600000,"SM",0.0144,1.9998,592.8287,2.592820,20,
T,,69.31752007,-150.92085259,4,9,2008,16,44,38,1e25,1e25,-20.600000,"SM",0.0303,2.0301,592.8591,2.664756,41,
T,,69.31764219,-150.91966244,4,9,2008,16,45,19,1e25,1e25,-20.600000,"SM",0.0302,2.0604,592.8893,2.655570,41,
T,,69.31772609,-150.91859434,4,9,2008,16,45,58,1e25,1e25,-20.600000,"SM",0.0267,2.0871,592.9160,2.464771,39,
T,,69.31778711,-150.91769404,4,9,2008,16,47,7,1e25,1e25,-20.600000,"SM",0.0224,2.1094,592.9384,1.167165,69,
T,,69.31792449,-150.91596980,4,9,2008,16,47,41,1e25,1e25,-20.600000,"SM",0.0431,2.1526,592.9815,4.567064,34,
T,,69.31801602,-150.91523739,4,9,2008,16,48,4,1e25,1e25,-20.600000,"SM",0.0190,2.1715,593.0005,2.967424,23,
T,,69.31822197,-150.91400139,4,9,2008,16,48,49,1e25,1e25,-20.600000,"SM",0.0333,2.2049,593.0338,2.667936,45,
T,,69.31830595,-150.91336059,4,9,2008,16,49,25,1e25,1e25,-20.600000,"SM",0.0167,2.2216,593.0505,1.667885,36,
T,,69.31832121,-150.91328423,4,9,2008,16,49,28,1e25,1e25,-20.600000,"SM",0.0021,2.2237,593.0526,2.568936,3,
T,,69.31837460,-150.91297905,4,9,2008,16,49,39,1e25,1e25,-20.600000,"SM",0.0083,2.2320,593.0610,2.719897,11,
T,,69.31847376,-150.91201781,4,9,2008,16,50,15,1e25,1e25,-20.600000,"SM",0.0244,2.2565,593.0854,2.443616,36,
T,,69.31862639,-150.91070554,4,9,2008,16,51,1,1e25,1e25,-20.600000,"SM",0.0337,2.2902,593.1191,2.638466,46,
T,,69.31870267,-150.91000364,4,9,2008,16,51,32,1e25,1e25,-20.600000,"SM",0.0179,2.3081,593.1370,2.081037,31,
T,,69.31873318,-150.90974422,4,9,2008,16,51,41,1e25,1e25,-20.600000,"SM",0.0067,2.3148,593.1437,2.668819,9,
T,,69.31883996,-150.90858459,4,9,2008,16,52,20,1e25,1e25,-20.600000,"SM",0.0292,2.3440,593.1729,2.699356,39,
T,,69.31894683,-150.90734859,4,9,2008,16,53,2,1e25,1e25,-20.600000,"SM",0.0311,2.3750,593.2040,2.661499,42,
T,,69.31912227,-150.90628048,4,9,2008,16,53,40,1e25,1e25,-20.600000,"SM",0.0287,2.4038,593.2327,2.723109,38,
T,,69.31931304,-150.90536493,4,9,2008,16,54,15,1e25,1e25,-20.600000,"SM",0.0259,2.4297,593.2587,2.668029,35,
T,,69.31964111,-150.90425106,4,9,2008,16,55,2,1e25,1e25,-20.600000,"SM",0.0354,2.4651,593.2941,2.710800,47,
T,,69.31996155,-150.90330499,4,9,2008,16,55,45,1e25,1e25,-20.600000,"SM",0.0320,2.4971,593.3261,2.677868,43,
T,,69.32024376,-150.90252682,4,9,2008,16,56,21,1e25,1e25,-20.600000,"SM",0.0272,2.5243,593.3533,2.721682,36,
T,,69.32056420,-150.90162652,4,9,2008,16,57,2,1e25,1e25,-20.600000,"SM",0.0312,2.5555,593.3845,2.738535,41,
T,,69.32094558,-150.90071104,4,9,2008,16,57,48,1e25,1e25,-20.600000,"SM",0.0345,2.5901,593.4190,2.703447,46,
T,,69.32123560,-150.89990227,4,9,2008,16,58,26,1e25,1e25,-20.600000,"SM",0.0281,2.6182,593.4471,2.664313,38,
T,,69.32136535,-150.89941403,4,9,2008,16,58,46,1e25,1e25,-20.600000,"SM",0.0149,2.6331,593.4620,2.683634,20,
T,,69.32166282,-150.89860534,4,9,2008,16,59,25,1e25,1e25,-20.600000,"SM",0.0285,2.6616,593.4905,2.629953,39,
T,,69.32169341,-150.89854424,4,9,2008,16,59,29,1e25,1e25,-20.600000,"SM",0.0026,2.6642,593.4931,2.328011,4,
T,,69.32173155,-150.89851373,4,9,2008,16,59,33,1e25,1e25,-20.600000,"SM",0.0027,2.6669,593.4959,2.464367,4,
T,,69.32201385,-150.89787285,4,9,2008,17,0,7,1e25,1e25,-20.600000,"SM",0.0250,2.6919,593.5209,2.646945,34,
T,,69.32232650,-150.89706416,4,9,2008,17,0,47,1e25,1e25,-20.600000,"SM",0.0293,2.7212,593.5501,2.633036,40,
T,,69.32263177,-150.89636226,4,9,2008,17,1,24,1e25,1e25,-20.600000,"SM",0.0272,2.7483,593.5773,2.643417,37,
T,,69.32293695,-150.89550781,4,9,2008,17,2,4,1e25,1e25,-20.600000,"SM",0.0297,2.7780,593.6069,2.668603,40,
T,,69.32324214,-150.89477532,4,9,2008,17,2,42,1e25,1e25,-20.600000,"SM",0.0276,2.8056,593.6346,2.618551,38,
T,,69.32356258,-150.89401240,4,9,2008,17,3,20,1e25,1e25,-20.600000,"SM",0.0289,2.8345,593.6635,2.740200,38,
T,,69.32371513,-150.89361568,4,9,2008,17,3,39,1e25,1e25,-20.600000,"SM",0.0143,2.8489,593.6778,2.711303,19,
T,,69.32380674,-150.89338677,4,9,2008,17,3,51,1e25,1e25,-20.600000,"SM",0.0084,2.8573,593.6862,2.532369,12,
T,,69.32409667,-150.89260859,4,9,2008,17,4,28,1e25,1e25,-20.600000,"SM",0.0276,2.8849,593.7138,2.685281,37,
T,,69.32418820,-150.89237968,4,9,2008,17,4,39,1e25,1e25,-20.600000,"SM",0.0084,2.8933,593.7223,2.761143,11,
T,,69.32424160,-150.89224239,4,9,2008,17,4,46,1e25,1e25,-20.600000,"SM",0.0050,2.8983,593.7273,2.562553,7,
T,,69.32451627,-150.89154049,4,9,2008,17,5,20,1e25,1e25,-20.600000,"SM",0.0256,2.9239,593.7528,2.706473,34,
T,,69.32480620,-150.89080808,4,9,2008,17,5,56,1e25,1e25,-20.600000,"SM",0.0268,2.9507,593.7797,2.684259,36,
T,,69.32509605,-150.89009092,4,9,2008,17,6,32,1e25,1e25,-20.600000,"SM",0.0266,2.9773,593.8063,2.659181,36,
T,,69.32541649,-150.88938902,4,9,2008,17,7,10,1e25,1e25,-20.600000,"SM",0.0280,3.0053,593.8342,2.651561,38,
T,,69.32576744,-150.88885493,4,9,2008,17,7,47,1e25,1e25,-20.600000,"SM",0.0275,3.0328,593.8618,2.678288,37,
T,,69.32580566,-150.88879391,4,9,2008,17,7,51,1e25,1e25,-20.600000,"SM",0.0030,3.0359,593.8648,2.728314,4,
T,,69.32615661,-150.88803099,4,9,2008,17,8,32,1e25,1e25,-20.600000,"SM",0.0306,3.0664,593.8954,2.683907,41,
T,,69.32645408,-150.88731383,4,9,2008,17,9,8,1e25,1e25,-20.600000,"SM",0.0270,3.0934,593.9224,2.699022,36,
T,,69.32680503,-150.88655083,4,9,2008,17,9,49,1e25,1e25,-20.600000,"SM",0.0306,3.1240,593.9529,2.683986,41,
T,,69.32704920,-150.88587943,4,9,2008,17,10,21,1e25,1e25,-20.600000,"SM",0.0235,3.1475,593.9764,2.645072,32,
T,,69.32714073,-150.88568112,4,9,2008,17,10,31,1e25,1e25,-20.600000,"SM",0.0080,3.1555,593.9844,2.866351,10,
T,,69.32746117,-150.88490294,4,9,2008,17,11,10,1e25,1e25,-20.600000,"SM",0.0292,3.1846,594.0136,2.691968,39,
T,,69.32778924,-150.88400264,4,9,2008,17,11,52,1e25,1e25,-20.600000,"SM",0.0316,3.2162,594.0451,2.705148,42,
T,,69.32782738,-150.88388060,4,9,2008,17,11,57,1e25,1e25,-20.600000,"SM",0.0040,3.2202,594.0491,2.862351,5,
T,,69.32785034,-150.88378899,4,9,2008,17,12,1,1e25,1e25,-20.600000,"SM",0.0027,3.2229,594.0518,2.466629,4,
T,,69.32788848,-150.88369737,4,9,2008,17,12,5,1e25,1e25,-20.600000,"SM",0.0035,3.2264,594.0553,3.109488,4,
T,,69.32791899,-150.88357542,4,9,2008,17,12,10,1e25,1e25,-20.600000,"SM",0.0036,3.2300,594.0589,2.625048,5,
T,,69.32817070,-150.88282775,4,9,2008,17,12,44,1e25,1e25,-20.600000,"SM",0.0252,3.2552,594.0841,2.668208,34,
