Version 2:CSV
Datum:,WGS-84
ZoneOffset:,-8.000000
"Type","Name|Color|Visibility","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Altitude (Feet)","Depth (Feet)","Temp Deg C","Units","DP","DS","DT","VP (Mi/hr)","TP"
T,,69.33404541,-151.27227779,4,9,2008,11,8,1,1e25,1e25,-20.600000,"SM",0.0271,4.3799,582.5992,4.646493,21,
T,,69.33397667,-151.27197261,4,9,2008,11,8,29,1e25,1e25,-20.600000,"SM",0.0088,4.3887,582.6080,1.135015,28,
T,,69.33383175,-151.27134698,4,9,2008,11,9,15,1e25,1e25,-20.600000,"SM",0.0182,4.4070,582.6262,1.428120,46,
T,,69.33381650,-151.27130122,4,9,2008,11,10,15,1e25,1e25,-20.600000,"SM",0.0015,4.4085,582.6278,0.092102,60,
T,,69.33365623,-151.27064508,4,9,2008,11,11,19,1e25,1e25,-20.600000,"SM",0.0195,4.4280,582.6472,1.094495,64,
T,,69.33361810,-151.27047728,4,9,2008,11,12,10,1e25,1e25,-20.600000,"SM",0.0049,4.4328,582.6521,0.343550,51,
T,,69.33350368,-151.26991267,4,9,2008,11,47,10,1e25,1e25,-20.600000,"SM",0.0159,4.4487,582.6680,0.027216,2100,
T,,69.33330528,-151.26907348,4,9,2008,11,47,44,1e25,1e25,-20.600000,"SM",0.0246,4.4734,582.6926,2.607978,34,
T,,69.33318324,-151.26856989,4,9,2008,11,48,14,1e25,1e25,-20.600000,"SM",0.0149,4.4883,582.7075,1.787562,30,
T,,69.33300781,-151.26791376,4,9,2008,11,48,52,1e25,1e25,-20.600000,"SM",0.0201,4.5083,582.7276,1.901663,38,
T,,69.33268737,-151.26661674,4,9,2008,11,49,44,1e25,1e25,-20.600000,"SM",0.0386,4.5469,582.7662,2.672849,52,
T,,69.33246609,-151.26564025,4,9,2008,11,50,22,1e25,1e25,-20.600000,"SM",0.0283,4.5752,582.7945,2.680909,38,
T,,69.33223718,-151.26467893,4,9,2008,11,51,0,1e25,1e25,-20.600000,"SM",0.0283,4.6035,582.8228,2.679103,38,
T,,69.33199310,-151.26371761,4,9,2008,11,51,39,1e25,1e25,-20.600000,"SM",0.0289,4.6324,582.8516,2.665750,39,
T,,69.33174131,-151.26275629,4,9,2008,11,52,19,1e25,1e25,-20.600000,"SM",0.0292,4.6616,582.8808,2.627417,40,
T,,69.33161155,-151.26193235,4,9,2008,11,52,59,1e25,1e25,-20.600000,"SM",0.0220,4.6836,582.9028,1.980243,40,
T,,69.33150477,-151.26132198,4,9,2008,11,53,39,1e25,1e25,-20.600000,"SM",0.0166,4.7002,582.9194,1.495210,40,
T,,69.33116907,-151.25975029,4,9,2008,11,54,14,1e25,1e25,-20.600000,"SM",0.0448,4.7450,582.9642,4.608096,35,
T,,69.33096313,-151.25878905,4,9,2008,11,54,41,1e25,1e25,-20.600000,"SM",0.0274,4.7724,582.9917,3.656393,27,
T,,69.33072659,-151.25769035,4,9,2008,11,55,23,1e25,1e25,-20.600000,"SM",0.0314,4.8038,583.0231,2.690219,42,
T,,69.33049768,-151.25672911,4,9,2008,11,56,1,1e25,1e25,-20.600000,"SM",0.0283,4.8321,583.0513,2.679090,38,
T,,69.33022301,-151.25564575,4,9,2008,11,56,45,1e25,1e25,-20.600000,"SM",0.0325,4.8646,583.0839,2.661634,44,
T,,69.32994079,-151.25436399,4,9,2008,11,57,33,1e25,1e25,-20.600000,"SM",0.0368,4.9015,583.1207,2.763275,48,
T,,69.32978815,-151.25344844,4,9,2008,11,58,5,1e25,1e25,-20.600000,"SM",0.0247,4.9262,583.1454,2.778151,32,
T,,69.32955924,-151.25218193,4,9,2008,11,58,51,1e25,1e25,-20.600000,"SM",0.0347,4.9609,583.1801,2.715879,46,
T,,69.32936856,-151.25129697,4,9,2008,11,59,25,1e25,1e25,-20.600000,"SM",0.0253,4.9861,583.2054,2.677480,34,
T,,69.32923889,-151.25086974,4,9,2008,11,59,44,1e25,1e25,-20.600000,"SM",0.0137,4.9999,583.2191,2.603742,19,
T,,69.32921592,-151.25079338,4,9,2008,11,59,47,1e25,1e25,-20.600000,"SM",0.0024,5.0023,583.2216,2.936077,3,
T,,69.32917016,-151.25054922,4,9,2008,11,59,56,1e25,1e25,-20.600000,"SM",0.0067,5.0091,583.2283,2.697031,9,
T,,69.32913965,-151.25042718,4,9,2008,12,0,1,1e25,1e25,-20.600000,"SM",0.0036,5.0127,583.2320,2.626148,5,
T,,69.32910914,-151.25033565,4,9,2008,12,0,5,1e25,1e25,-20.600000,"SM",0.0031,5.0158,583.2350,2.763388,4,
T,,69.32884972,-151.24937433,4,9,2008,12,0,45,1e25,1e25,-20.600000,"SM",0.0295,5.0453,583.2646,2.656179,40,
T,,69.32859801,-151.24850462,4,9,2008,12,1,22,1e25,1e25,-20.600000,"SM",0.0274,5.0727,583.2920,2.668906,37,
T,,69.32830045,-151.24746703,4,9,2008,12,2,6,1e25,1e25,-20.600000,"SM",0.0326,5.1053,583.3246,2.667775,44,
T,,69.32804866,-151.24662775,4,9,2008,12,2,42,1e25,1e25,-20.600000,"SM",0.0269,5.1322,583.3515,2.686481,36,
T,,69.32776636,-151.24551388,4,9,2008,12,3,26,1e25,1e25,-20.600000,"SM",0.0334,5.1657,583.3849,2.736441,44,
T,,69.32748405,-151.24441526,4,9,2008,12,4,10,1e25,1e25,-20.600000,"SM",0.0331,5.1988,583.4180,2.711792,44,
T,,69.32724760,-151.24337766,4,9,2008,12,4,49,1e25,1e25,-20.600000,"SM",0.0301,5.2289,583.4482,2.780670,39,
T,,69.32696530,-151.24220269,4,9,2008,12,5,35,1e25,1e25,-20.600000,"SM",0.0347,5.2636,583.4828,2.713138,46,
T,,69.32673639,-151.24116509,4,9,2008,12,6,15,1e25,1e25,-20.600000,"SM",0.0298,5.2934,583.5127,2.686048,40,
T,,69.32648468,-151.24021911,4,9,2008,12,6,55,1e25,1e25,-20.600000,"SM",0.0289,5.3223,583.5416,2.600548,40,
T,,69.32622526,-151.23937983,4,9,2008,12,7,32,1e25,1e25,-20.600000,"SM",0.0272,5.3495,583.5688,2.647494,37,
T,,69.32586668,-151.23822019,4,9,2008,12,8,23,1e25,1e25,-20.600000,"SM",0.0376,5.3871,583.6064,2.654341,51,
T,,69.32559201,-151.23741142,4,9,2008,12,9,0,1e25,1e25,-20.600000,"SM",0.0274,5.4145,583.6338,2.663535,37,
T,,69.32531733,-151.23652646,4,9,2008,12,9,39,1e25,1e25,-20.600000,"SM",0.0287,5.4433,583.6625,2.653273,39,
T,,69.32502740,-151.23561091,4,9,2008,12,10,19,1e25,1e25,-20.600000,"SM",0.0300,5.4733,583.6925,2.700173,40,
T,,69.32501977,-151.23559565,4,9,2008,12,10,20,1e25,1e25,-20.600000,"SM",0.0006,5.4739,583.6932,2.322571,1,
T,,69.32498164,-151.23544310,4,9,2008,12,10,26,1e25,1e25,-20.600000,"SM",0.0046,5.4785,583.6977,2.735921,6,
T,,69.32470696,-151.23455806,4,9,2008,12,11,5,1e25,1e25,-20.600000,"SM",0.0287,5.5072,583.7265,2.653457,39,
T,,69.32442474,-151.23345944,4,9,2008,12,11,50,1e25,1e25,-20.600000,"SM",0.0331,5.5404,583.7596,2.651503,45,
T,,69.32415769,-151.23252863,4,9,2008,12,12,30,1e25,1e25,-20.600000,"SM",0.0293,5.5696,583.7889,2.633289,40,
T,,69.32388302,-151.23149103,4,9,2008,12,13,13,1e25,1e25,-20.600000,"SM",0.0316,5.6013,583.8205,2.648696,43,
T,,69.32358546,-151.23040767,4,9,2008,12,13,58,1e25,1e25,-20.600000,"SM",0.0335,5.6347,583.8540,2.678758,45,
T,,69.32350156,-151.23013300,4,9,2008,12,14,10,1e25,1e25,-20.600000,"SM",0.0089,5.6436,583.8628,2.658184,12,
T,,69.32321926,-151.22924804,4,9,2008,12,14,49,1e25,1e25,-20.600000,"SM",0.0291,5.6727,583.8919,2.685784,39,
T,,69.32302086,-151.22857665,4,9,2008,12,15,17,1e25,1e25,-20.600000,"SM",0.0214,5.6941,583.9133,2.746156,28,
T,,69.32301323,-151.22856139,4,9,2008,12,15,19,1e25,1e25,-20.600000,"SM",0.0006,5.6947,583.9139,1.161321,2,
T,,69.32275389,-151.22782890,4,9,2008,12,15,53,1e25,1e25,-20.600000,"SM",0.0253,5.7200,583.9393,2.679532,34,
T,,69.32257838,-151.22724912,4,9,2008,12,16,18,1e25,1e25,-20.600000,"SM",0.0186,5.7386,583.9579,2.682980,25,
T,,69.32234184,-151.22660824,4,9,2008,12,16,48,1e25,1e25,-20.600000,"SM",0.0226,5.7613,583.9805,2.714171,30,
T,,69.32211301,-151.22593685,4,9,2008,12,17,14,1e25,1e25,-20.600000,"SM",0.0228,5.7840,584.0033,3.152195,26,
T,,69.32178495,-151.22491451,4,9,2008,12,17,40,1e25,1e25,-20.600000,"SM",0.0337,5.8177,584.0370,4.666715,26,
T,,69.32134246,-151.22370902,4,9,2008,12,18,13,1e25,1e25,-20.600000,"SM",0.0424,5.8602,584.0794,4.628000,33,
T,,69.32087702,-151.22276304,4,9,2008,12,18,44,1e25,1e25,-20.600000,"SM",0.0396,5.8997,584.1190,4.596937,31,
T,,69.32038114,-151.22204589,4,9,2008,12,19,14,1e25,1e25,-20.600000,"SM",0.0385,5.9382,584.1575,4.616558,30,
T,,69.31999968,-151.22145077,4,9,2008,12,19,42,1e25,1e25,-20.600000,"SM",0.0301,5.9683,584.1875,3.868937,28,
T,,69.31965636,-151.22096244,4,9,2008,12,20,17,1e25,1e25,-20.600000,"SM",0.0265,5.9948,584.2141,2.730424,35,
T,,69.31922142,-151.22041318,4,9,2008,12,21,1,1e25,1e25,-20.600000,"SM",0.0329,6.0278,584.2470,2.692187,44,
T,,69.31916803,-151.22036741,4,9,2008,12,21,6,1e25,1e25,-20.600000,"SM",0.0039,6.0316,584.2508,2.775168,5,
T,,69.31886285,-151.21978755,4,9,2008,12,21,41,1e25,1e25,-20.600000,"SM",0.0254,6.0570,584.2762,2.611912,35,
T,,69.31867216,-151.21926880,4,9,2008,12,22,13,1e25,1e25,-20.600000,"SM",0.0183,6.0753,584.2945,2.055475,32,
T,,69.31850427,-151.21859740,4,9,2008,12,22,49,1e25,1e25,-20.600000,"SM",0.0201,6.0953,584.3146,2.007407,36,
T,,69.31822959,-151.21752921,4,9,2008,12,23,32,1e25,1e25,-20.600000,"SM",0.0322,6.1276,584.3468,2.699412,43,
T,,69.31802365,-151.21647636,4,9,2008,12,24,11,1e25,1e25,-20.600000,"SM",0.0294,6.1570,584.3762,2.711007,39,
T,,69.31774898,-151.21548462,4,9,2008,12,24,52,1e25,1e25,-20.600000,"SM",0.0308,6.1877,584.4070,2.700439,41,
T,,69.31765744,-151.21514892,4,9,2008,12,25,6,1e25,1e25,-20.600000,"SM",0.0103,6.1981,584.4173,2.661174,14,
T,,69.31746667,-151.21441643,4,9,2008,12,25,36,1e25,1e25,-20.600000,"SM",0.0222,6.2203,584.4395,2.665129,30,
T,,69.31716149,-151.21334832,4,9,2008,12,26,21,1e25,1e25,-20.600000,"SM",0.0335,6.2538,584.4730,2.682121,45,
T,,69.31684105,-151.21218869,4,9,2008,12,27,10,1e25,1e25,-20.600000,"SM",0.0359,6.2897,584.5090,2.639834,49,
T,,69.31673426,-151.21179197,4,9,2008,12,27,53,1e25,1e25,-20.600000,"SM",0.0122,6.3019,584.5211,1.019081,43,
T,,69.31652832,-151.21109007,4,9,2008,12,28,28,1e25,1e25,-20.600000,"SM",0.0223,6.3242,584.5434,2.290466,35,
T,,69.31629178,-151.21037291,4,9,2008,12,29,1,1e25,1e25,-20.600000,"SM",0.0239,6.3481,584.5674,2.612281,33,
T,,69.31623076,-151.21018977,4,9,2008,12,29,9,1e25,1e25,-20.600000,"SM",0.0061,6.3543,584.5735,2.764927,8,
T,,69.31599422,-151.20950312,4,9,2008,12,29,36,1e25,1e25,-20.600000,"SM",0.0234,6.3777,584.5969,3.120985,27,
T,,69.31554412,-151.20848078,4,9,2008,12,30,7,1e25,1e25,-20.600000,"SM",0.0399,6.4175,584.6368,4.630172,31,
T,,69.31510918,-151.20747370,4,9,2008,12,30,37,1e25,1e25,-20.600000,"SM",0.0388,6.4564,584.6756,4.658683,30,
T,,69.31454466,-151.20643610,4,9,2008,12,31,13,1e25,1e25,-20.600000,"SM",0.0465,6.5029,584.7221,4.650429,36,
T,,69.31410209,-151.20561216,4,9,2008,12,31,42,1e25,1e25,-20.600000,"SM",0.0366,6.5395,584.7587,4.543222,29,
T,,69.31371300,-151.20487975,4,9,2008,12,32,8,1e25,1e25,-20.600000,"SM",0.0323,6.5717,584.7910,4.470117,26,
T,,69.31337731,-151.20410149,4,9,2008,12,32,32,1e25,1e25,-20.600000,"SM",0.0300,6.6017,584.8210,4.496998,24,
T,,69.31320188,-151.20376579,4,9,2008,12,32,53,1e25,1e25,-20.600000,"SM",0.0146,6.6164,584.8356,2.508134,21,
T,,69.31278228,-151.20278930,4,9,2008,12,33,43,1e25,1e25,-20.600000,"SM",0.0375,6.6539,584.8731,2.702234,50,
T,,69.31236260,-151.20187375,4,9,2008,12,34,32,1e25,1e25,-20.600000,"SM",0.0366,6.6905,584.9097,2.689668,49,
T,,69.31201927,-151.20121761,4,9,2008,12,35,10,1e25,1e25,-20.600000,"SM",0.0286,6.7191,584.9384,2.711528,38,
T,,69.31156154,-151.20030206,4,9,2008,12,36,2,1e25,1e25,-20.600000,"SM",0.0387,6.7578,584.9771,2.681008,52,
T,,69.31114194,-151.19941710,4,9,2008,12,36,50,1e25,1e25,-20.600000,"SM",0.0362,6.7940,585.0132,2.711584,48,
T,,69.31073760,-151.19847103,4,9,2008,12,37,38,1e25,1e25,-20.600000,"SM",0.0362,6.8302,585.0495,2.718505,48,
T,,69.31047818,-151.19783015,4,9,2008,12,38,10,1e25,1e25,-20.600000,"SM",0.0238,6.8540,585.0733,2.676516,32,
T,,69.31018062,-151.19726554,4,9,2008,12,38,44,1e25,1e25,-20.600000,"SM",0.0248,6.8788,585.0980,2.620762,34,
T,,69.30979153,-151.19644160,4,9,2008,12,39,30,1e25,1e25,-20.600000,"SM",0.0336,6.9124,585.1316,2.627602,46,
T,,69.30941770,-151.19577021,4,9,2008,12,40,12,1e25,1e25,-20.600000,"SM",0.0306,6.9430,585.1622,2.622053,42,
T,,69.30901336,-151.19500729,4,9,2008,12,40,57,1e25,1e25,-20.600000,"SM",0.0336,6.9765,585.1958,2.686117,45,
T,,69.30888360,-151.19477838,4,9,2008,12,41,11,1e25,1e25,-20.600000,"SM",0.0106,6.9871,585.2063,2.716482,14,
T,,69.30857842,-151.19415276,4,9,2008,12,41,46,1e25,1e25,-20.600000,"SM",0.0260,7.0131,585.2324,2.678052,35,
T,,69.30829620,-151.19355773,4,9,2008,12,42,19,1e25,1e25,-20.600000,"SM",0.0243,7.0374,585.2567,2.652618,33,
T,,69.30796813,-151.19291685,4,9,2008,12,42,56,1e25,1e25,-20.600000,"SM",0.0275,7.0650,585.2842,2.679847,37,
T,,69.30765532,-151.19219969,4,9,2008,12,43,33,1e25,1e25,-20.600000,"SM",0.0278,7.0928,585.3120,2.706343,37,
T,,69.30726623,-151.19120786,4,9,2008,12,44,21,1e25,1e25,-20.600000,"SM",0.0362,7.1290,585.3482,2.713589,48,
T,,69.30694579,-151.19032281,4,9,2008,12,45,2,1e25,1e25,-20.600000,"SM",0.0309,7.1599,585.3792,2.716429,41,
T,,69.30668637,-151.18965142,4,9,2008,12,45,34,1e25,1e25,-20.600000,"SM",0.0243,7.1842,585.4035,2.732560,32,
T,,69.30642695,-151.18887325,4,9,2008,12,46,9,1e25,1e25,-20.600000,"SM",0.0261,7.2103,585.4296,2.686631,35,
T,,69.30618279,-151.18811033,4,9,2008,12,46,43,1e25,1e25,-20.600000,"SM",0.0251,7.2355,585.4547,2.660947,34,
T,,69.30615228,-151.18804931,4,9,2008,12,46,47,1e25,1e25,-20.600000,"SM",0.0026,7.2380,585.4573,2.323245,4,
T,,69.30580895,-151.18717952,4,9,2008,12,47,30,1e25,1e25,-20.600000,"SM",0.0318,7.2699,585.4891,2.665566,43,
T,,69.30558013,-151.18620294,4,9,2008,12,48,8,1e25,1e25,-20.600000,"SM",0.0286,7.2985,585.5177,2.710405,38,
T,,69.30540461,-151.18501280,4,9,2008,12,48,50,1e25,1e25,-20.600000,"SM",0.0315,7.3300,585.5492,2.698990,42,
T,,69.30529020,-151.18405147,4,9,2008,12,49,31,1e25,1e25,-20.600000,"SM",0.0248,7.3548,585.5740,2.174728,41,
T,,69.30516045,-151.18293760,4,9,2008,12,49,56,1e25,1e25,-20.600000,"SM",0.0286,7.3834,585.6026,4.123686,25,
T,,69.30507654,-151.18154906,4,9,2008,12,50,23,1e25,1e25,-20.600000,"SM",0.0344,7.4178,585.6370,4.586155,27,
T,,69.30503078,-151.18060299,4,9,2008,12,50,45,1e25,1e25,-20.600000,"SM",0.0233,7.4411,585.6603,3.815273,22,
T,,69.30500027,-151.17993160,4,9,2008,12,51,7,1e25,1e25,-20.600000,"SM",0.0165,7.4576,585.6769,2.704646,22,
T,,69.30486297,-151.17903130,4,9,2008,12,51,40,1e25,1e25,-20.600000,"SM",0.0239,7.4816,585.7008,2.611884,33,
T,,69.30480950,-151.17857357,4,9,2008,12,51,50,1e25,1e25,-20.600000,"SM",0.0118,7.4933,585.7126,4.237770,10,
T,,69.30480187,-151.17848204,4,9,2008,12,51,52,1e25,1e25,-20.600000,"SM",0.0023,7.4956,585.7149,4.133204,2,
T,,69.30478661,-151.17834457,4,9,2008,12,51,57,1e25,1e25,-20.600000,"SM",0.0035,7.4992,585.7184,2.533027,5,
T,,69.30462644,-151.17712400,4,9,2008,12,52,22,1e25,1e25,-20.600000,"SM",0.0318,7.5309,585.7502,4.578021,25,
T,,69.30445855,-151.17527763,4,9,2008,12,52,59,1e25,1e25,-20.600000,"SM",0.0466,7.5775,585.7967,4.529415,37,
T,,69.30441278,-151.17477413,4,9,2008,12,53,21,1e25,1e25,-20.600000,"SM",0.0127,7.5902,585.8094,2.077280,22,
T,,69.30432125,-151.17372128,4,9,2008,12,53,47,1e25,1e25,-20.600000,"SM",0.0265,7.6167,585.8359,3.665738,26,
T,,69.30428311,-151.17329406,4,9,2008,12,54,8,1e25,1e25,-20.600000,"SM",0.0108,7.6274,585.8467,1.844505,21,
T,,69.30416870,-151.17214959,4,9,2008,12,54,31,1e25,1e25,-20.600000,"SM",0.0290,7.6565,585.8757,4.545724,23,
T,,69.30416107,-151.17195128,4,9,2008,12,54,35,1e25,1e25,-20.600000,"SM",0.0049,7.6613,585.8806,4.383974,4,
T,,69.30413811,-151.17164609,4,9,2008,12,54,41,1e25,1e25,-20.600000,"SM",0.0076,7.6690,585.8882,4.571466,6,
T,,69.30402369,-151.17027280,4,9,2008,12,55,9,1e25,1e25,-20.600000,"SM",0.0345,7.7034,585.9227,4.429598,28,
T,,69.30393979,-151.16908257,4,9,2008,12,55,39,1e25,1e25,-20.600000,"SM",0.0296,7.7330,585.9523,3.556307,30,
T,,69.30382538,-151.16780089,4,9,2008,12,56,23,1e25,1e25,-20.600000,"SM",0.0323,7.7653,585.9846,2.641044,44,
T,,69.30371851,-151.16645811,4,9,2008,12,57,9,1e25,1e25,-20.600000,"SM",0.0336,7.7989,586.0182,2.630336,46,
T,,69.30361172,-151.16513059,4,9,2008,12,57,54,1e25,1e25,-20.600000,"SM",0.0332,7.8322,586.0514,2.659633,45,
T,,69.30347443,-151.16377255,4,9,2008,12,58,41,1e25,1e25,-20.600000,"SM",0.0345,7.8667,586.0859,2.641918,47,
T,,69.30335230,-151.16264342,4,9,2008,12,59,20,1e25,1e25,-20.600000,"SM",0.0288,7.8955,586.1147,2.661627,39,
T,,69.30321501,-151.16123962,4,9,2008,13,0,8,1e25,1e25,-20.600000,"SM",0.0356,7.9311,586.1503,2.667589,48,
T,,69.30310051,-151.16006465,4,9,2008,13,0,48,1e25,1e25,-20.600000,"SM",0.0298,7.9608,586.1801,2.678633,40,
T,,69.30300898,-151.15902705,4,9,2008,13,1,23,1e25,1e25,-20.600000,"SM",0.0261,7.9870,586.2062,2.686084,35,
T,,69.30288694,-151.15763851,4,9,2008,13,2,10,1e25,1e25,-20.600000,"SM",0.0349,8.0219,586.2411,2.676275,47,
T,,69.30274956,-151.15612792,4,9,2008,13,3,1,1e25,1e25,-20.600000,"SM",0.0381,8.0600,586.2792,2.688675,51,
T,,69.30261989,-151.15467827,4,9,2008,13,3,50,1e25,1e25,-20.600000,"SM",0.0365,8.0965,586.3157,2.682822,49,
T,,69.30246734,-151.15324396,4,9,2008,13,4,39,1e25,1e25,-20.600000,"SM",0.0366,8.1331,586.3523,2.687311,49,
T,,69.30234522,-151.15188592,4,9,2008,13,5,25,1e25,1e25,-20.600000,"SM",0.0342,8.1673,586.3865,2.678082,46,
T,,69.30220792,-151.15045161,4,9,2008,13,6,14,1e25,1e25,-20.600000,"SM",0.0363,8.2036,586.4228,2.666058,49,
T,,69.30207054,-151.14912408,4,9,2008,13,6,56,1e25,1e25,-20.600000,"SM",0.0338,8.2374,586.4566,2.895401,42,
T,,69.30204003,-151.14765926,4,9,2008,13,7,24,1e25,1e25,-20.600000,"SM",0.0358,8.2732,586.4924,4.607184,28,
T,,69.30193325,-151.14624021,4,9,2008,13,7,52,1e25,1e25,-20.600000,"SM",0.0354,8.3086,586.5279,4.555392,28,
T,,69.30182646,-151.14492794,4,9,2008,13,8,18,1e25,1e25,-20.600000,"SM",0.0329,8.3415,586.5608,4.553291,26,
T,,69.30178070,-151.14430231,4,9,2008,13,8,40,1e25,1e25,-20.600000,"SM",0.0156,8.3571,586.5764,2.553057,22,
T,,69.30168908,-151.14309691,4,9,2008,13,9,21,1e25,1e25,-20.600000,"SM",0.0301,8.3872,586.6065,2.643784,41,
T,,69.30160518,-151.14216610,4,9,2008,13,9,53,1e25,1e25,-20.600000,"SM",0.0235,8.4107,586.6299,2.639116,32,
T,,69.30152128,-151.14103697,4,9,2008,13,10,31,1e25,1e25,-20.600000,"SM",0.0282,8.4389,586.6581,2.669417,38,
T,,69.30139915,-151.13980098,4,9,2008,13,11,13,1e25,1e25,-20.600000,"SM",0.0313,8.4702,586.6894,2.686424,42,
T,,69.30129999,-151.13865660,4,9,2008,13,11,51,1e25,1e25,-20.600000,"SM",0.0288,8.4990,586.7182,2.726027,38,
T,,69.30120846,-151.13771053,4,9,2008,13,12,24,1e25,1e25,-20.600000,"SM",0.0240,8.5229,586.7422,2.613174,33,
T,,69.30120846,-151.13764951,4,9,2008,13,12,26,1e25,1e25,-20.600000,"SM",0.0015,8.5244,586.7437,2.682360,2,
T,,69.30118558,-151.13746637,4,9,2008,13,12,32,1e25,1e25,-20.600000,"SM",0.0047,8.5292,586.7484,2.846320,6,
T,,69.30115507,-151.13720703,4,9,2008,13,12,41,1e25,1e25,-20.600000,"SM",0.0067,8.5358,586.7551,2.669991,9,
T,,69.30105583,-151.13635249,4,9,2008,13,13,11,1e25,1e25,-20.600000,"SM",0.0220,8.5578,586.7770,2.636000,30,
T,,69.30094904,-151.13526913,4,9,2008,13,13,48,1e25,1e25,-20.600000,"SM",0.0275,8.5853,586.8045,2.672461,37,
T,,69.30082700,-151.13398737,4,9,2008,13,14,31,1e25,1e25,-20.600000,"SM",0.0324,8.6177,586.8369,2.714122,43,
T,,69.30070488,-151.13256832,4,9,2008,13,15,19,1e25,1e25,-20.600000,"SM",0.0357,8.6534,586.8726,2.675137,48,
T,,69.30057521,-151.13127130,4,9,2008,13,16,4,1e25,1e25,-20.600000,"SM",0.0329,8.6863,586.9055,2.633473,45,
T,,69.30046080,-151.13023371,4,9,2008,13,16,40,1e25,1e25,-20.600000,"SM",0.0265,8.7128,586.9321,2.654478,36,
T,,69.30036156,-151.12924187,4,9,2008,13,17,14,1e25,1e25,-20.600000,"SM",0.0252,8.7380,586.9572,2.665547,34,
T,,69.30023189,-151.12811275,4,9,2008,13,17,53,1e25,1e25,-20.600000,"SM",0.0290,8.7670,586.9862,2.676451,39,
T,,69.30011747,-151.12699888,4,9,2008,13,18,31,1e25,1e25,-20.600000,"SM",0.0283,8.7953,587.0146,2.683792,38,
T,,69.30006408,-151.12651055,4,9,2008,13,18,48,1e25,1e25,-20.600000,"SM",0.0125,8.8078,587.0270,2.643636,17,
T,,69.30004883,-151.12626647,4,9,2008,13,18,56,1e25,1e25,-20.600000,"SM",0.0061,8.8139,587.0331,2.724113,8,
T,,69.29993433,-151.12509149,4,9,2008,13,19,36,1e25,1e25,-20.600000,"SM",0.0298,8.8436,587.0629,2.678997,40,
T,,69.29981992,-151.12394711,4,9,2008,13,20,15,1e25,1e25,-20.600000,"SM",0.0290,8.8727,587.0919,2.681129,39,
T,,69.29970550,-151.12286375,4,9,2008,13,20,52,1e25,1e25,-20.600000,"SM",0.0276,8.9003,587.1195,2.686830,37,
T,,69.29966728,-151.12232965,4,9,2008,13,21,10,1e25,1e25,-20.600000,"SM",0.0133,8.9136,587.1328,2.661780,18,
T,,69.29965965,-151.12226863,4,9,2008,13,21,12,1e25,1e25,-20.600000,"SM",0.0016,8.9152,587.1344,2.845341,2,
T,,69.29965203,-151.12214659,4,9,2008,13,21,16,1e25,1e25,-20.600000,"SM",0.0030,8.9182,587.1374,2.724162,4,
T,,69.29956812,-151.12109374,4,9,2008,13,21,51,1e25,1e25,-20.600000,"SM",0.0264,8.9446,587.1638,2.711249,35,
T,,69.29946897,-151.12007140,4,9,2008,13,22,26,1e25,1e25,-20.600000,"SM",0.0259,8.9705,587.1897,2.663159,35,
T,,69.29931633,-151.11892694,4,9,2008,13,23,6,1e25,1e25,-20.600000,"SM",0.0299,9.0003,587.2196,2.688758,40,
T,,69.29919429,-151.11785883,4,9,2008,13,23,43,1e25,1e25,-20.600000,"SM",0.0274,9.0277,587.2470,2.667496,37,
T,,69.29907988,-151.11662292,4,9,2008,13,24,25,1e25,1e25,-20.600000,"SM",0.0312,9.0590,587.2782,2.674589,42,
T,,69.29898055,-151.11549371,4,9,2008,13,25,3,1e25,1e25,-20.600000,"SM",0.0284,9.0874,587.3066,2.692485,38,
T,,69.29886622,-151.11439501,4,9,2008,13,25,41,1e25,1e25,-20.600000,"SM",0.0280,9.1153,587.3346,2.650088,38,
T,,69.29869079,-151.11315910,4,9,2008,13,26,25,1e25,1e25,-20.600000,"SM",0.0325,9.1479,587.3671,2.661450,44,
T,,69.29864494,-151.11288451,4,9,2008,13,26,35,1e25,1e25,-20.600000,"SM",0.0074,9.1553,587.3745,2.670196,10,
T,,69.29854578,-151.11187742,4,9,2008,13,27,10,1e25,1e25,-20.600000,"SM",0.0255,9.1808,587.4001,2.626326,35,
T,,69.29850765,-151.11074821,4,9,2008,13,27,47,1e25,1e25,-20.600000,"SM",0.0277,9.2085,587.4278,2.695709,37,
T,,69.29843900,-151.10957332,4,9,2008,13,28,26,1e25,1e25,-20.600000,"SM",0.0291,9.2376,587.4569,2.684812,39,
T,,69.29835510,-151.10833732,4,9,2008,13,29,7,1e25,1e25,-20.600000,"SM",0.0307,9.2684,587.4876,2.699142,41,
T,,69.29825585,-151.10729973,4,9,2008,13,29,42,1e25,1e25,-20.600000,"SM",0.0263,9.2946,587.5139,2.700431,35,
T,,69.29821009,-151.10610958,4,9,2008,13,30,21,1e25,1e25,-20.600000,"SM",0.0292,9.3239,587.5431,2.699124,39,
T,,69.29819483,-151.10552972,4,9,2008,13,30,40,1e25,1e25,-20.600000,"SM",0.0142,9.3381,587.5573,2.690929,19,
T,,69.29818721,-151.10501097,4,9,2008,13,30,57,1e25,1e25,-20.600000,"SM",0.0127,9.3507,587.5700,2.685488,17,
T,,69.29815670,-151.10412592,4,9,2008,13,31,27,1e25,1e25,-20.600000,"SM",0.0217,9.3725,587.5917,2.606354,30,
