Version 2:CSV
Datum:,WGS-84
ZoneOffset:,-8.000000
"Type","Name|Color|Visibility","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Altitude (Feet)","Depth (Feet)","Temp Deg C","Units","DP","DS","DT","VP (Mi/hr)","TP"
T,,70.59024811,-150.05282588,8,19,2008,12,5,16,1e25,1e25,-20.600000,"SM",0.0157,0.2884,4.9787,2.175902,26,
T,,70.59045405,-150.05290216,8,19,2008,12,5,42,1e25,1e25,-20.600000,"SM",0.0143,0.3028,4.9931,1.985081,26,
T,,70.59062957,-150.05264282,8,19,2008,12,6,9,1e25,1e25,-20.600000,"SM",0.0135,0.3163,5.0066,1.801346,27,
T,,70.59071347,-150.05241391,8,19,2008,12,6,24,1e25,1e25,-20.600000,"SM",0.0078,0.3241,5.0144,1.878015,15,
T,,70.59082026,-150.05220026,8,19,2008,12,6,39,1e25,1e25,-20.600000,"SM",0.0089,0.3330,5.0233,2.126442,15,
T,,70.59104917,-150.05201720,8,19,2008,12,7,10,1e25,1e25,-20.600000,"SM",0.0164,0.3493,5.0396,1.900465,31,
T,,70.59114070,-150.05206296,8,19,2008,12,7,35,1e25,1e25,-20.600000,"SM",0.0064,0.3557,5.0460,0.923161,25,
T,,70.59119409,-150.05224602,8,19,2008,12,8,4,1e25,1e25,-20.600000,"SM",0.0056,0.3613,5.0516,0.694235,29,
T,,70.59125511,-150.05247493,8,19,2008,12,8,34,1e25,1e25,-20.600000,"SM",0.0067,0.3681,5.0584,0.808544,30,
T,,70.59136198,-150.05284114,8,19,2008,12,9,4,1e25,1e25,-20.600000,"SM",0.0112,0.3793,5.0696,1.342813,30,
T,,70.59143063,-150.05264282,8,19,2008,12,9,24,1e25,1e25,-20.600000,"SM",0.0066,0.3858,5.0761,1.183488,20,
T,,70.59144588,-150.05233764,8,19,2008,12,9,35,1e25,1e25,-20.600000,"SM",0.0071,0.3929,5.0832,2.319002,11,
T,,70.59168242,-150.05184931,8,19,2008,12,10,4,1e25,1e25,-20.600000,"SM",0.0198,0.4127,5.1030,2.460330,29,
T,,70.59199523,-150.05183405,8,19,2008,12,10,32,1e25,1e25,-20.600000,"SM",0.0216,0.4344,5.1247,2.779214,28,
T,,70.59207913,-150.05180354,8,19,2008,12,10,39,1e25,1e25,-20.600000,"SM",0.0058,0.4402,5.1305,3.003067,7,
T,,70.59216304,-150.05171201,8,19,2008,12,10,48,1e25,1e25,-20.600000,"SM",0.0062,0.4464,5.1367,2.466506,9,
T,,70.59220118,-150.05165099,8,19,2008,12,10,52,1e25,1e25,-20.600000,"SM",0.0030,0.4493,5.1397,2.685899,4,
T,,70.59233855,-150.05133055,8,19,2008,12,11,8,1e25,1e25,-20.600000,"SM",0.0120,0.4614,5.1517,2.702090,16,
T,,70.59239957,-150.05076595,8,19,2008,12,11,38,1e25,1e25,-20.600000,"SM",0.0136,0.4750,5.1653,1.635728,30,
T,,70.59237669,-150.05053704,8,19,2008,12,12,7,1e25,1e25,-20.600000,"SM",0.0055,0.4805,5.1708,0.681288,29,
T,,70.59234618,-150.05038449,8,19,2008,12,12,35,1e25,1e25,-20.600000,"SM",0.0041,0.4846,5.1749,0.525581,28,
T,,70.59231567,-150.05026245,8,19,2008,12,13,0,1e25,1e25,-20.600000,"SM",0.0035,0.4881,5.1784,0.504916,25,
T,,70.59227745,-150.05014032,8,19,2008,12,13,26,1e25,1e25,-20.600000,"SM",0.0039,0.4919,5.1822,0.533312,26,
T,,70.59225457,-150.05001828,8,19,2008,12,13,54,1e25,1e25,-20.600000,"SM",0.0032,0.4951,5.1854,0.413641,28,
T,,70.59226220,-150.04988090,8,19,2008,12,14,38,1e25,1e25,-20.600000,"SM",0.0032,0.4983,5.1886,0.261639,44,
T,,70.59239957,-150.05015558,8,19,2008,12,15,7,1e25,1e25,-20.600000,"SM",0.0114,0.5097,5.2000,1.414664,29,
T,,70.59262077,-150.05020134,8,19,2008,12,15,38,1e25,1e25,-20.600000,"SM",0.0153,0.5250,5.2154,1.779029,31,
T,,70.59281155,-150.04980463,8,19,2008,12,16,10,1e25,1e25,-20.600000,"SM",0.0160,0.5411,5.2314,1.802445,32,
T,,70.59283443,-150.04928587,8,19,2008,12,16,34,1e25,1e25,-20.600000,"SM",0.0120,0.5531,5.2434,1.802135,24,
T,,70.59279629,-150.04905696,8,19,2008,12,16,44,1e25,1e25,-20.600000,"SM",0.0059,0.5590,5.2493,2.116437,10,
T,,70.59268950,-150.04841608,8,19,2008,12,17,13,1e25,1e25,-20.600000,"SM",0.0165,0.5754,5.2657,2.043292,29,
T,,70.59277341,-150.04795834,8,19,2008,12,17,42,1e25,1e25,-20.600000,"SM",0.0120,0.5874,5.2777,1.489879,29,
T,,70.59291070,-150.04835506,8,19,2008,12,18,10,1e25,1e25,-20.600000,"SM",0.0132,0.6006,5.2909,1.690810,28,
T,,70.59291833,-150.04838557,8,19,2008,12,18,11,1e25,1e25,-20.600000,"SM",0.0009,0.6014,5.2918,3.155666,1,
T,,70.59293359,-150.04858397,8,19,2008,12,18,18,1e25,1e25,-20.600000,"SM",0.0047,0.6061,5.2964,2.404418,7,
T,,70.59294884,-150.04891966,8,19,2008,12,18,30,1e25,1e25,-20.600000,"SM",0.0078,0.6139,5.3042,2.333606,12,
T,,70.59309385,-150.04933164,8,19,2008,12,18,55,1e25,1e25,-20.600000,"SM",0.0138,0.6277,5.3180,1.984043,25,
T,,70.59320826,-150.04911798,8,19,2008,12,19,19,1e25,1e25,-20.600000,"SM",0.0093,0.6370,5.3273,1.395496,24,
T,,70.59320826,-150.04855346,8,19,2008,12,19,44,1e25,1e25,-20.600000,"SM",0.0130,0.6499,5.3403,1.866268,25,
T,,70.59324640,-150.04804987,8,19,2008,12,20,7,1e25,1e25,-20.600000,"SM",0.0119,0.6618,5.3521,1.855989,23,
T,,70.59340666,-150.04806513,8,19,2008,12,20,34,1e25,1e25,-20.600000,"SM",0.0111,0.6729,5.3632,1.477143,27,
T,,70.59362786,-150.04846185,8,19,2008,12,21,6,1e25,1e25,-20.600000,"SM",0.0178,0.6907,5.3810,2.001516,32,
T,,70.59372710,-150.04803462,8,19,2008,12,21,34,1e25,1e25,-20.600000,"SM",0.0120,0.7026,5.3930,1.538639,28,
T,,70.59365837,-150.04777520,8,19,2008,12,21,48,1e25,1e25,-20.600000,"SM",0.0076,0.7103,5.4006,1.958696,14,
T,,70.59353633,-150.04759214,8,19,2008,12,22,3,1e25,1e25,-20.600000,"SM",0.0094,0.7197,5.4100,2.261147,15,
T,,70.59352107,-150.04759214,8,19,2008,12,22,5,1e25,1e25,-20.600000,"SM",0.0011,0.7207,5.4110,1.897242,2,
T,,70.59314724,-150.04763790,8,19,2008,12,22,41,1e25,1e25,-20.600000,"SM",0.0259,0.7466,5.4369,2.585073,36,
T,,70.59297172,-150.04743950,8,19,2008,12,23,3,1e25,1e25,-20.600000,"SM",0.0130,0.7595,5.4499,2.119785,22,
T,,70.59294884,-150.04714966,8,19,2008,12,23,12,1e25,1e25,-20.600000,"SM",0.0068,0.7664,5.4567,2.735829,9,
T,,70.59296410,-150.04696651,8,19,2008,12,23,18,1e25,1e25,-20.600000,"SM",0.0043,0.7707,5.4610,2.600854,6,
T,,70.59298698,-150.04679862,8,19,2008,12,23,23,1e25,1e25,-20.600000,"SM",0.0042,0.7749,5.4652,2.999583,5,
T,,70.59296410,-150.04586790,8,19,2008,12,23,51,1e25,1e25,-20.600000,"SM",0.0214,0.7963,5.4866,2.754790,28,
T,,70.59284206,-150.04557797,8,19,2008,12,24,3,1e25,1e25,-20.600000,"SM",0.0107,0.8070,5.4974,3.222840,12,
T,,70.59279629,-150.04544067,8,19,2008,12,24,8,1e25,1e25,-20.600000,"SM",0.0045,0.8115,5.5018,3.214641,5,
T,,70.59269713,-150.04490658,8,19,2008,12,24,24,1e25,1e25,-20.600000,"SM",0.0140,0.8256,5.5159,3.160379,16,
T,,70.59236144,-150.04470818,8,19,2008,12,24,51,1e25,1e25,-20.600000,"SM",0.0236,0.8492,5.5395,3.151645,27,
T,,70.59233093,-150.04469292,8,19,2008,12,24,53,1e25,1e25,-20.600000,"SM",0.0021,0.8513,5.5416,3.846499,2,
T,,70.59195701,-150.04414366,8,19,2008,12,25,23,1e25,1e25,-20.600000,"SM",0.0287,0.8801,5.5704,3.449835,30,
T,,70.59156029,-150.04415891,8,19,2008,12,25,51,1e25,1e25,-20.600000,"SM",0.0274,0.9075,5.5978,3.524483,28,
T,,70.59109493,-150.04406738,8,19,2008,12,26,23,1e25,1e25,-20.600000,"SM",0.0322,0.9397,5.6300,3.624988,32,
T,,70.59059906,-150.04405204,8,19,2008,12,26,56,1e25,1e25,-20.600000,"SM",0.0343,0.9740,5.6643,3.737822,33,
T,,70.59022514,-150.04394526,8,19,2008,12,27,21,1e25,1e25,-20.600000,"SM",0.0260,0.9999,5.6902,3.736980,25,
T,,70.58984368,-150.04368584,8,19,2008,12,27,48,1e25,1e25,-20.600000,"SM",0.0270,1.0270,5.7173,3.602815,27,
T,,70.58943171,-150.04360956,8,19,2008,12,28,16,1e25,1e25,-20.600000,"SM",0.0285,1.0555,5.7458,3.666633,28,
T,,70.58890533,-150.04330438,8,19,2008,12,28,51,1e25,1e25,-20.600000,"SM",0.0370,1.0925,5.7828,3.809684,35,
T,,70.58841700,-150.04315183,8,19,2008,12,29,24,1e25,1e25,-20.600000,"SM",0.0339,1.1264,5.8167,3.700549,33,
T,,70.58795926,-150.04312132,8,19,2008,12,29,55,1e25,1e25,-20.600000,"SM",0.0316,1.1581,5.8484,3.673656,31,
T,,70.58750915,-150.04275511,8,19,2008,12,30,26,1e25,1e25,-20.600000,"SM",0.0322,1.1903,5.8806,3.741264,31,
T,,70.58700557,-150.04269409,8,19,2008,12,31,0,1e25,1e25,-20.600000,"SM",0.0348,1.2251,5.9154,3.687095,34,
T,,70.58655546,-150.04232780,8,19,2008,12,31,32,1e25,1e25,-20.600000,"SM",0.0322,1.2573,5.9476,3.624418,32,
T,,70.58605188,-150.04244993,8,19,2008,12,32,6,1e25,1e25,-20.600000,"SM",0.0349,1.2922,5.9825,3.696058,34,
T,,70.58548735,-150.04231255,8,19,2008,12,32,45,1e25,1e25,-20.600000,"SM",0.0391,1.3314,6.0217,3.612191,39,
T,,70.58508293,-150.04209897,8,19,2008,12,33,17,1e25,1e25,-20.600000,"SM",0.0284,1.3597,6.0500,3.191676,32,
T,,70.58464807,-150.04194634,8,19,2008,12,33,49,1e25,1e25,-20.600000,"SM",0.0302,1.3900,6.0803,3.403044,32,
T,,70.58422085,-150.04185481,8,19,2008,12,34,19,1e25,1e25,-20.600000,"SM",0.0296,1.4196,6.1099,3.551186,30,
T,,70.58377837,-150.04168700,8,19,2008,12,34,51,1e25,1e25,-20.600000,"SM",0.0308,1.4504,6.1407,3.466627,32,
T,,70.58333580,-150.04129020,8,19,2008,12,35,23,1e25,1e25,-20.600000,"SM",0.0319,1.4823,6.1726,3.589606,32,
T,,70.58281705,-150.04118342,8,19,2008,12,36,0,1e25,1e25,-20.600000,"SM",0.0359,1.5182,6.2085,3.495544,37,
T,,70.58244321,-150.04153437,8,19,2008,12,36,29,1e25,1e25,-20.600000,"SM",0.0271,1.5453,6.2356,3.358936,29,
T,,70.58206938,-150.04095451,8,19,2008,12,37,1,1e25,1e25,-20.600000,"SM",0.0291,1.5743,6.2647,3.269412,32,
T,,70.58165733,-150.04087823,8,19,2008,12,37,31,1e25,1e25,-20.600000,"SM",0.0285,1.6029,6.2932,3.422890,30,
T,,70.58126061,-150.04045101,8,19,2008,12,38,1,1e25,1e25,-20.600000,"SM",0.0291,1.6320,6.3223,3.493717,30,
T,,70.58083339,-150.04061881,8,19,2008,12,38,33,1e25,1e25,-20.600000,"SM",0.0298,1.6617,6.3521,3.349022,32,
T,,70.58030700,-150.04049677,8,19,2008,12,39,10,1e25,1e25,-20.600000,"SM",0.0365,1.6982,6.3885,3.549162,37,
T,,70.57989495,-150.04034422,8,19,2008,12,39,39,1e25,1e25,-20.600000,"SM",0.0287,1.7269,6.4172,3.560909,29,
T,,70.57947535,-150.04013057,8,19,2008,12,40,9,1e25,1e25,-20.600000,"SM",0.0294,1.7563,6.4466,3.528480,30,
T,,70.57902524,-150.03991691,8,19,2008,12,40,41,1e25,1e25,-20.600000,"SM",0.0315,1.7878,6.4781,3.542001,32,
T,,70.57856742,-150.03977962,8,19,2008,12,41,14,1e25,1e25,-20.600000,"SM",0.0318,1.8196,6.5099,3.467909,33,
T,,70.57801053,-150.03970334,8,19,2008,12,41,52,1e25,1e25,-20.600000,"SM",0.0385,1.8581,6.5484,3.649030,38,
T,,70.57757568,-150.03948969,8,19,2008,12,42,24,1e25,1e25,-20.600000,"SM",0.0304,1.8885,6.5789,3.424930,32,
T,,70.57714074,-150.03913874,8,19,2008,12,42,57,1e25,1e25,-20.600000,"SM",0.0311,1.9197,6.6100,3.394281,33,
T,,70.57672114,-150.03903195,8,19,2008,12,43,27,1e25,1e25,-20.600000,"SM",0.0291,1.9488,6.6391,3.491409,30,
T,,70.57621764,-150.03892517,8,19,2008,12,44,2,1e25,1e25,-20.600000,"SM",0.0349,1.9836,6.6739,3.587141,35,
T,,70.57579787,-150.03878779,8,19,2008,12,44,33,1e25,1e25,-20.600000,"SM",0.0292,2.0128,6.7031,3.387983,31,
T,,70.57536311,-150.03883355,8,19,2008,12,45,6,1e25,1e25,-20.600000,"SM",0.0301,2.0429,6.7332,3.279062,33,
T,,70.57501978,-150.03875728,8,19,2008,12,45,33,1e25,1e25,-20.600000,"SM",0.0238,2.0667,6.7570,3.171464,27,
T,,70.57463832,-150.03843684,8,19,2008,12,46,2,1e25,1e25,-20.600000,"SM",0.0274,2.0940,6.7843,3.397112,29,
T,,70.57413482,-150.03819259,8,19,2008,12,46,38,1e25,1e25,-20.600000,"SM",0.0352,2.1293,6.8196,3.523842,36,
T,,70.57369988,-150.03807063,8,19,2008,12,47,10,1e25,1e25,-20.600000,"SM",0.0302,2.1594,6.8498,3.395436,32,
T,,70.57328029,-150.03778070,8,19,2008,12,47,42,1e25,1e25,-20.600000,"SM",0.0297,2.1892,6.8795,3.346558,32,
T,,70.57285306,-150.03761290,8,19,2008,12,48,13,1e25,1e25,-20.600000,"SM",0.0298,2.2190,6.9093,3.457078,31,
T,,70.57237999,-150.03741450,8,19,2008,12,48,47,1e25,1e25,-20.600000,"SM",0.0330,2.2520,6.9423,3.494413,34,
T,,70.57194513,-150.03727720,8,19,2008,12,49,18,1e25,1e25,-20.600000,"SM",0.0302,2.2822,6.9725,3.508338,31,
N,ACTIVE LOG 006|Black|1,70.57107543,-150.03709406,8,19,2008,12,50,25,1e25,1e25,-20.600000,"SM",0.0602,0.0000,7.0327,3.236677,67,
T,,70.57078550,-150.03697202,8,19,2008,12,50,49,1e25,1e25,-20.600000,"SM",0.0202,0.0202,7.0529,3.034148,24,
T,,70.57037353,-150.03695676,8,19,2008,12,51,20,1e25,1e25,-20.600000,"SM",0.0285,0.0487,7.0814,3.305797,31,
T,,70.56990808,-150.03697202,8,19,2008,12,51,55,1e25,1e25,-20.600000,"SM",0.0322,0.0809,7.1136,3.308010,35,
T,,70.56954950,-150.03665158,8,19,2008,12,52,23,1e25,1e25,-20.600000,"SM",0.0258,0.1067,7.1394,3.323176,28,
T,,70.56923669,-150.03680413,8,19,2008,12,52,48,1e25,1e25,-20.600000,"SM",0.0219,0.1286,7.1613,3.153002,25,
T,,70.56886286,-150.03654479,8,19,2008,12,53,17,1e25,1e25,-20.600000,"SM",0.0265,0.1551,7.1878,3.290683,29,
T,,70.56852716,-150.03636165,8,19,2008,12,53,44,1e25,1e25,-20.600000,"SM",0.0236,0.1787,7.2114,3.143099,27,
T,,70.56809993,-150.03614799,8,19,2008,12,54,15,1e25,1e25,-20.600000,"SM",0.0299,0.2086,7.2413,3.475069,31,
T,,70.56767271,-150.03617859,8,19,2008,12,54,46,1e25,1e25,-20.600000,"SM",0.0295,0.2381,7.2709,3.428922,31,
T,,70.56725311,-150.03602595,8,19,2008,12,55,18,1e25,1e25,-20.600000,"SM",0.0292,0.2673,7.3001,3.285335,32,
T,,70.56686394,-150.03567500,8,19,2008,12,55,47,1e25,1e25,-20.600000,"SM",0.0281,0.2954,7.3281,3.484967,29,
T,,70.56642909,-150.03559873,8,19,2008,12,56,19,1e25,1e25,-20.600000,"SM",0.0301,0.3255,7.3582,3.385866,32,
T,,70.56599423,-150.03547668,8,19,2008,12,56,50,1e25,1e25,-20.600000,"SM",0.0302,0.3557,7.3884,3.504329,31,
T,,70.56556701,-150.03540033,8,19,2008,12,57,21,1e25,1e25,-20.600000,"SM",0.0296,0.3853,7.4180,3.434005,31,
T,,70.56514733,-150.03517150,8,19,2008,12,57,52,1e25,1e25,-20.600000,"SM",0.0295,0.4147,7.4474,3.422386,31,
T,,70.56472773,-150.03488157,8,19,2008,12,58,22,1e25,1e25,-20.600000,"SM",0.0297,0.4445,7.4772,3.569738,30,
T,,70.56425474,-150.03494259,8,19,2008,12,58,56,1e25,1e25,-20.600000,"SM",0.0327,0.4772,7.5099,3.463477,34,
T,,70.56380454,-150.03506463,8,19,2008,12,59,28,1e25,1e25,-20.600000,"SM",0.0312,0.5084,7.5411,3.513552,32,
T,,70.56350707,-150.03463740,8,19,2008,12,59,53,1e25,1e25,-20.600000,"SM",0.0228,0.5312,7.5639,3.280316,25,
T,,70.56313324,-150.03399652,8,19,2008,13,0,22,1e25,1e25,-20.600000,"SM",0.0297,0.5609,7.5936,3.691465,29,
T,,70.56280517,-150.03346251,8,19,2008,13,0,51,1e25,1e25,-20.600000,"SM",0.0258,0.5867,7.6194,3.200156,29,
T,,70.56271356,-150.03295893,8,19,2008,13,1,20,1e25,1e25,-20.600000,"SM",0.0132,0.5999,7.6326,1.638120,29,
T,,70.56280517,-150.03253170,8,19,2008,13,1,51,1e25,1e25,-20.600000,"SM",0.0117,0.6116,7.6443,1.357066,31,
T,,70.56293484,-150.03273010,8,19,2008,13,2,20,1e25,1e25,-20.600000,"SM",0.0101,0.6216,7.6544,1.248041,29,
T,,70.56288907,-150.03311148,8,19,2008,13,2,46,1e25,1e25,-20.600000,"SM",0.0093,0.6310,7.6637,1.290661,26,
T,,70.56275932,-150.03312682,8,19,2008,13,3,11,1e25,1e25,-20.600000,"SM",0.0090,0.6399,7.6727,1.291957,25,
T,,70.56269067,-150.03285214,8,19,2008,13,3,32,1e25,1e25,-20.600000,"SM",0.0079,0.6478,7.6806,1.353984,21,
T,,70.56273644,-150.03236381,8,19,2008,13,4,0,1e25,1e25,-20.600000,"SM",0.0117,0.6595,7.6922,1.499747,28,
T,,70.56275169,-150.03233330,8,19,2008,13,4,2,1e25,1e25,-20.600000,"SM",0.0013,0.6608,7.6935,2.279026,2,
T,,70.56290433,-150.03250119,8,19,2008,13,4,18,1e25,1e25,-20.600000,"SM",0.0112,0.6720,7.7047,2.526818,16,
T,,70.56288145,-150.03276061,8,19,2008,13,4,25,1e25,1e25,-20.600000,"SM",0.0062,0.6782,7.7109,3.173478,7,
T,,70.56260677,-150.03448485,8,19,2008,13,4,56,1e25,1e25,-20.600000,"SM",0.0440,0.7221,7.7548,5.104222,31,
T,,70.56291958,-150.03477470,8,19,2008,13,5,20,1e25,1e25,-20.600000,"SM",0.0226,0.7447,7.7775,3.392608,24,
T,,70.56339257,-150.03439324,8,19,2008,13,5,46,1e25,1e25,-20.600000,"SM",0.0338,0.7786,7.8113,4.685116,26,
T,,70.56369013,-150.03497310,8,19,2008,13,6,11,1e25,1e25,-20.600000,"SM",0.0245,0.8031,7.8358,3.528507,25,
T,,70.56399532,-150.03465266,8,19,2008,13,6,40,1e25,1e25,-20.600000,"SM",0.0223,0.8254,7.8581,2.772775,29,
T,,70.56436152,-150.03434747,8,19,2008,13,7,8,1e25,1e25,-20.600000,"SM",0.0263,0.8517,7.8844,3.375925,28,
T,,70.56470484,-150.03445434,8,19,2008,13,7,33,1e25,1e25,-20.600000,"SM",0.0238,0.8755,7.9082,3.434144,25,
T,,70.56507105,-150.03474419,8,19,2008,13,8,1,1e25,1e25,-20.600000,"SM",0.0262,0.9017,7.9344,3.364085,28,
T,,70.56541437,-150.03521726,8,19,2008,13,8,27,1e25,1e25,-20.600000,"SM",0.0261,0.9278,7.9605,3.613248,26,
T,,70.56568905,-150.03565975,8,19,2008,13,8,51,1e25,1e25,-20.600000,"SM",0.0215,0.9493,7.9820,3.229876,24,
N,ACTIVE LOG 007|Black|1,70.56653587,-150.03608697,8,19,2008,13,9,55,1e25,1e25,-20.600000,"SM",0.0593,0.0000,8.0414,3.337226,64,
T,,70.56680292,-150.03608697,8,19,2008,13,10,16,1e25,1e25,-20.600000,"SM",0.0185,0.0185,8.0598,3.163064,21,
T,,70.56692504,-150.03562924,8,19,2008,13,10,33,1e25,1e25,-20.600000,"SM",0.0135,0.0319,8.0733,2.856228,17,
T,,70.56694793,-150.03544609,8,19,2008,13,10,38,1e25,1e25,-20.600000,"SM",0.0045,0.0364,8.0778,3.237954,5,
T,,70.56721489,-150.03535456,8,19,2008,13,11,4,1e25,1e25,-20.600000,"SM",0.0186,0.0550,8.0964,2.570543,26,
T,,70.56761932,-150.03556821,8,19,2008,13,11,36,1e25,1e25,-20.600000,"SM",0.0284,0.0834,8.1247,3.191797,32,
T,,70.56797789,-150.03570551,8,19,2008,13,12,3,1e25,1e25,-20.600000,"SM",0.0250,0.1083,8.1497,3.330073,27,
T,,70.56838986,-150.03620910,8,19,2008,13,12,35,1e25,1e25,-20.600000,"SM",0.0307,0.1391,8.1804,3.456913,32,
T,,70.56876370,-150.03654479,8,19,2008,13,13,5,1e25,1e25,-20.600000,"SM",0.0270,0.1660,8.2074,3.234878,30,
T,,70.56907651,-150.03706355,8,19,2008,13,13,31,1e25,1e25,-20.600000,"SM",0.0247,0.1907,8.2321,3.417818,26,
T,,70.56949611,-150.03709406,8,19,2008,13,14,5,1e25,1e25,-20.600000,"SM",0.0290,0.2197,8.2611,3.070580,34,
T,,70.56983180,-150.03706355,8,19,2008,13,14,32,1e25,1e25,-20.600000,"SM",0.0232,0.2429,8.2843,3.093988,27,
T,,70.57028191,-150.03724669,8,19,2008,13,15,6,1e25,1e25,-20.600000,"SM",0.0314,0.2743,8.3157,3.322914,34,
T,,70.57070922,-150.03732297,8,19,2008,13,15,38,1e25,1e25,-20.600000,"SM",0.0296,0.3039,8.3452,3.327327,32,
T,,70.57111356,-150.03729246,8,19,2008,13,16,7,1e25,1e25,-20.600000,"SM",0.0279,0.3318,8.3732,3.469185,29,
T,,70.57151028,-150.03747552,8,19,2008,13,16,35,1e25,1e25,-20.600000,"SM",0.0277,0.3596,8.4009,3.565467,28,
T,,70.57194513,-150.03771968,8,19,2008,13,17,7,1e25,1e25,-20.600000,"SM",0.0306,0.3901,8.4315,3.438561,32,
T,,70.57232659,-150.03787223,8,19,2008,13,17,36,1e25,1e25,-20.600000,"SM",0.0266,0.4167,8.4581,3.300645,29,
T,,70.57276916,-150.03797910,8,19,2008,13,18,7,1e25,1e25,-20.600000,"SM",0.0307,0.4474,8.4887,3.562460,31,
T,,70.57321164,-150.03819259,8,19,2008,13,18,40,1e25,1e25,-20.600000,"SM",0.0310,0.4784,8.5197,3.377850,33,
T,,70.57362361,-150.03833005,8,19,2008,13,19,11,1e25,1e25,-20.600000,"SM",0.0286,0.5070,8.5484,3.325840,31,
T,,70.57402032,-150.03845209,8,19,2008,13,19,41,1e25,1e25,-20.600000,"SM",0.0276,0.5345,8.5759,3.306420,30,
T,,70.57444755,-150.03834531,8,19,2008,13,20,12,1e25,1e25,-20.600000,"SM",0.0296,0.5642,8.6055,3.439773,31,
T,,70.57492062,-150.03836056,8,19,2008,13,20,46,1e25,1e25,-20.600000,"SM",0.0327,0.5969,8.6382,3.461103,34,
T,,70.57533260,-150.03861998,8,19,2008,13,21,16,1e25,1e25,-20.600000,"SM",0.0291,0.6259,8.6673,3.489830,30,
T,,70.57569117,-150.03858947,8,19,2008,13,21,44,1e25,1e25,-20.600000,"SM",0.0248,0.6507,8.6921,3.186677,28,
T,,70.57608789,-150.03900144,8,19,2008,13,22,14,1e25,1e25,-20.600000,"SM",0.0290,0.6797,8.7211,3.479869,30,
T,,70.57645409,-150.03918450,8,19,2008,13,22,42,1e25,1e25,-20.600000,"SM",0.0256,0.7054,8.7467,3.297804,28,
T,,70.57688140,-150.03941341,8,19,2008,13,23,14,1e25,1e25,-20.600000,"SM",0.0300,0.7354,8.7767,3.373770,32,
T,,70.57723998,-150.03921501,8,19,2008,13,23,44,1e25,1e25,-20.600000,"SM",0.0252,0.7606,8.8019,3.022946,30,
T,,70.57730863,-150.03894042,8,19,2008,13,23,53,1e25,1e25,-20.600000,"SM",0.0079,0.7684,8.8098,3.157227,9,
T,,70.57770534,-150.03904721,8,19,2008,13,24,26,1e25,1e25,-20.600000,"SM",0.0275,0.7960,8.8373,3.002181,33,
T,,70.57807918,-150.03948969,8,19,2008,13,24,56,1e25,1e25,-20.600000,"SM",0.0278,0.8237,8.8651,3.330959,30,
T,,70.57839199,-150.03999327,8,19,2008,13,25,23,1e25,1e25,-20.600000,"SM",0.0245,0.8482,8.8896,3.268690,27,
T,,70.57879633,-150.04045101,8,19,2008,13,25,56,1e25,1e25,-20.600000,"SM",0.0299,0.8781,8.9194,3.256488,33,
T,,70.57911677,-150.04035948,8,19,2008,13,26,22,1e25,1e25,-20.600000,"SM",0.0222,0.9003,8.9417,3.079374,26,
T,,70.57952874,-150.03996276,8,19,2008,13,26,54,1e25,1e25,-20.600000,"SM",0.0299,0.9302,8.9716,3.362393,32,
T,,70.57994071,-150.03974911,8,19,2008,13,27,24,1e25,1e25,-20.600000,"SM",0.0289,0.9591,9.0005,3.466142,30,
T,,70.58032226,-150.04011531,8,19,2008,13,27,54,1e25,1e25,-20.600000,"SM",0.0277,0.9868,9.0281,3.320637,30,
T,,70.58064270,-150.04074094,8,19,2008,13,28,21,1e25,1e25,-20.600000,"SM",0.0264,1.0132,9.0545,3.519466,27,
T,,70.58098602,-150.04104612,8,19,2008,13,28,50,1e25,1e25,-20.600000,"SM",0.0247,1.0379,9.0793,3.070629,29,
T,,70.58139036,-150.04092400,8,19,2008,13,29,20,1e25,1e25,-20.600000,"SM",0.0281,1.0660,9.1073,3.369350,30,
T,,70.58172606,-150.04083247,8,19,2008,13,29,46,1e25,1e25,-20.600000,"SM",0.0233,1.0893,9.1306,3.224688,26,
T,,70.58208464,-150.04083247,8,19,2008,13,30,13,1e25,1e25,-20.600000,"SM",0.0248,1.1140,9.1554,3.303379,27,
T,,70.58245084,-150.04045101,8,19,2008,13,30,44,1e25,1e25,-20.600000,"SM",0.0268,1.1408,9.1822,3.109541,31,
T,,70.58282468,-150.04061881,8,19,2008,13,31,13,1e25,1e25,-20.600000,"SM",0.0261,1.1669,9.2083,3.241910,29,
T,,70.58312223,-150.04129020,8,19,2008,13,31,40,1e25,1e25,-20.600000,"SM",0.0257,1.1926,9.2340,3.426707,27,
T,,70.58353420,-150.04162590,8,19,2008,13,32,12,1e25,1e25,-20.600000,"SM",0.0295,1.2221,9.2635,3.317658,32,
T,,70.58393092,-150.04194634,8,19,2008,13,32,41,1e25,1e25,-20.600000,"SM",0.0284,1.2505,9.2919,3.523202,29,
T,,70.58429712,-150.04205321,8,19,2008,13,33,7,1e25,1e25,-20.600000,"SM",0.0254,1.2759,9.3173,3.519850,26,
T,,70.58461756,-150.04182430,8,19,2008,13,33,34,1e25,1e25,-20.600000,"SM",0.0228,1.2987,9.3400,3.034129,27,
T,,70.58501428,-150.04203795,8,19,2008,13,34,5,1e25,1e25,-20.600000,"SM",0.0278,1.3265,9.3679,3.233750,31,
