Version 2:CSV
Datum:,WGS-84
ZoneOffset:,-8.000000
"Type","Name|Color|Visibility","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Altitude (Feet)","Depth (Feet)","Temp Deg C","Units","DP","DS","DT","VP (Mi/hr)","TP"
T,,70.58831784,-150.08256529,8,19,2008,14,53,40,1e25,1e25,-20.600000,"SM",0.0245,5.5859,13.6272,3.045478,29,
T,,70.58833309,-150.08232113,8,19,2008,14,53,47,1e25,1e25,-20.600000,"SM",0.0057,5.5916,13.6329,2.934035,7,
T,,70.58839411,-150.08207696,8,19,2008,14,53,56,1e25,1e25,-20.600000,"SM",0.0070,5.5986,13.6400,2.806055,9,
T,,70.58849327,-150.08119200,8,19,2008,14,54,23,1e25,1e25,-20.600000,"SM",0.0214,5.6200,13.6614,2.859389,27,
T,,70.58850090,-150.08018492,8,19,2008,14,54,50,1e25,1e25,-20.600000,"SM",0.0231,5.6432,13.6845,3.084257,27,
T,,70.58849327,-150.07984922,8,19,2008,14,54,59,1e25,1e25,-20.600000,"SM",0.0077,5.6509,13.6923,3.090654,9,
T,,70.58847039,-150.07884214,8,19,2008,14,55,25,1e25,1e25,-20.600000,"SM",0.0232,5.6741,13.7154,3.209527,26,
T,,70.58850090,-150.07775878,8,19,2008,14,55,54,1e25,1e25,-20.600000,"SM",0.0250,5.6990,13.7404,3.099304,29,
T,,70.58854675,-150.07737732,8,19,2008,14,56,5,1e25,1e25,-20.600000,"SM",0.0093,5.7084,13.7497,3.048471,11,
T,,70.58855438,-150.07730096,8,19,2008,14,56,7,1e25,1e25,-20.600000,"SM",0.0018,5.7102,13.7515,3.295679,2,
T,,70.58859251,-150.07716366,8,19,2008,14,56,11,1e25,1e25,-20.600000,"SM",0.0041,5.7143,13.7557,3.698034,4,
T,,70.58876032,-150.07637023,8,19,2008,14,56,37,1e25,1e25,-20.600000,"SM",0.0216,5.7359,13.7773,2.990190,26,
T,,70.58883660,-150.07534789,8,19,2008,14,57,4,1e25,1e25,-20.600000,"SM",0.0241,5.7600,13.8013,3.208020,27,
T,,70.58884422,-150.07472226,8,19,2008,14,57,20,1e25,1e25,-20.600000,"SM",0.0144,5.7743,13.8157,3.234551,16,
T,,70.58873744,-150.07357780,8,19,2008,14,57,50,1e25,1e25,-20.600000,"SM",0.0273,5.8016,13.8430,3.275553,30,
T,,70.58867642,-150.07310481,8,19,2008,14,58,3,1e25,1e25,-20.600000,"SM",0.0117,5.8133,13.8546,3.226394,13,
T,,70.58866116,-150.07281488,8,19,2008,14,58,11,1e25,1e25,-20.600000,"SM",0.0067,5.8200,13.8614,3.033264,8,
T,,70.58870693,-150.07170101,8,19,2008,14,58,40,1e25,1e25,-20.600000,"SM",0.0258,5.8458,13.8871,3.199349,29,
T,,70.58877558,-150.07058714,8,19,2008,14,59,9,1e25,1e25,-20.600000,"SM",0.0260,5.8718,13.9132,3.229300,29,
T,,70.58885185,-150.06956480,8,19,2008,14,59,36,1e25,1e25,-20.600000,"SM",0.0241,5.8959,13.9372,3.208018,27,
T,,70.58888244,-150.06922910,8,19,2008,14,59,45,1e25,1e25,-20.600000,"SM",0.0080,5.9039,13.9452,3.197231,9,
T,,70.58890533,-150.06889340,8,19,2008,14,59,54,1e25,1e25,-20.600000,"SM",0.0079,5.9117,13.9531,3.147582,9,
T,,70.58892821,-150.06838982,8,19,2008,15,0,7,1e25,1e25,-20.600000,"SM",0.0117,5.9234,13.9648,3.232043,13,
T,,70.58893584,-150.06816099,8,19,2008,15,0,13,1e25,1e25,-20.600000,"SM",0.0053,5.9287,13.9700,3.168497,6,
T,,70.58902737,-150.06710814,8,19,2008,15,0,42,1e25,1e25,-20.600000,"SM",0.0250,5.9537,13.9950,3.102172,29,
T,,70.58905025,-150.06680296,8,19,2008,15,0,50,1e25,1e25,-20.600000,"SM",0.0072,5.9609,14.0022,3.232789,8,
T,,70.58905788,-150.06660456,8,19,2008,15,0,55,1e25,1e25,-20.600000,"SM",0.0046,5.9654,14.0068,3.302027,5,
T,,70.58907313,-150.06579587,8,19,2008,15,1,16,1e25,1e25,-20.600000,"SM",0.0186,5.9840,14.0254,3.188468,21,
T,,70.58904262,-150.06477353,8,19,2008,15,1,44,1e25,1e25,-20.600000,"SM",0.0236,6.0076,14.0490,3.030433,28,
T,,70.58911127,-150.06373594,8,19,2008,15,2,11,1e25,1e25,-20.600000,"SM",0.0243,6.0319,14.0733,3.239117,27,
T,,70.58915704,-150.06321710,8,19,2008,15,2,25,1e25,1e25,-20.600000,"SM",0.0123,6.0442,14.0856,3.169629,14,
T,,70.58921043,-150.06282038,8,19,2008,15,2,36,1e25,1e25,-20.600000,"SM",0.0098,6.0541,14.0954,3.216498,11,
T,,70.58909602,-150.06178278,8,19,2008,15,3,7,1e25,1e25,-20.600000,"SM",0.0251,6.0792,14.1205,2.915182,31,
T,,70.58909602,-150.06098935,8,19,2008,15,3,29,1e25,1e25,-20.600000,"SM",0.0182,6.0974,14.1387,2.981321,22,
T,,70.58921814,-150.05996701,8,19,2008,15,3,59,1e25,1e25,-20.600000,"SM",0.0249,6.1223,14.1637,2.993505,30,
T,,70.58944697,-150.05924986,8,19,2008,15,4,24,1e25,1e25,-20.600000,"SM",0.0228,6.1452,14.1865,3.287323,25,
T,,70.58946222,-150.05895993,8,19,2008,15,4,33,1e25,1e25,-20.600000,"SM",0.0067,6.1519,14.1933,2.696132,9,
T,,70.58936306,-150.05836481,8,19,2008,15,4,52,1e25,1e25,-20.600000,"SM",0.0153,6.1672,14.2085,2.896372,19,
T,,70.58930204,-150.05819701,8,19,2008,15,4,59,1e25,1e25,-20.600000,"SM",0.0057,6.1729,14.2142,2.937404,7,
T,,70.58928679,-150.05718992,8,19,2008,15,5,28,1e25,1e25,-20.600000,"SM",0.0231,6.1960,14.2374,2.873671,29,
T,,70.58934781,-150.05606071,8,19,2008,15,5,57,1e25,1e25,-20.600000,"SM",0.0263,6.2223,14.2637,3.261074,29,
T,,70.58936306,-150.05590816,8,19,2008,15,6,1,1e25,1e25,-20.600000,"SM",0.0037,6.2260,14.2673,3.292241,4,
T,,70.58940883,-150.05490107,8,19,2008,15,6,28,1e25,1e25,-20.600000,"SM",0.0233,6.2493,14.2907,3.112012,27,
T,,70.58939357,-150.05410764,8,19,2008,15,6,49,1e25,1e25,-20.600000,"SM",0.0182,6.2676,14.3089,3.128464,21,
T,,70.58944697,-150.05294792,8,19,2008,15,7,19,1e25,1e25,-20.600000,"SM",0.0269,6.2944,14.3358,3.226079,30,
T,,70.58953850,-150.05191033,8,19,2008,15,7,46,1e25,1e25,-20.600000,"SM",0.0247,6.3191,14.3604,3.286720,27,
T,,70.58964537,-150.05130004,8,19,2008,15,8,4,1e25,1e25,-20.600000,"SM",0.0158,6.3349,14.3763,3.167949,18,
T,,70.58970639,-150.05093384,8,19,2008,15,8,15,1e25,1e25,-20.600000,"SM",0.0094,6.3443,14.3857,3.078499,11,
T,,70.58977503,-150.04978937,8,19,2008,15,8,45,1e25,1e25,-20.600000,"SM",0.0267,6.3710,14.4124,3.204430,30,
T,,70.58975978,-150.04930113,8,19,2008,15,8,58,1e25,1e25,-20.600000,"SM",0.0113,6.3823,14.4237,3.118272,13,
T,,70.58970639,-150.04809564,8,19,2008,15,9,29,1e25,1e25,-20.600000,"SM",0.0279,6.4102,14.4516,3.242888,31,
T,,70.58978266,-150.04704279,8,19,2008,15,9,57,1e25,1e25,-20.600000,"SM",0.0247,6.4350,14.4763,3.181257,28,
T,,70.58986656,-150.04609672,8,19,2008,15,10,23,1e25,1e25,-20.600000,"SM",0.0225,6.4575,14.4988,3.113098,26,
T,,70.59001157,-150.04513549,8,19,2008,15,10,52,1e25,1e25,-20.600000,"SM",0.0242,6.4817,14.5230,3.008987,29,
T,,70.59001157,-150.04418942,8,19,2008,15,11,20,1e25,1e25,-20.600000,"SM",0.0217,6.5034,14.5448,2.792966,28,
T,,70.59001157,-150.04411315,8,19,2008,15,11,22,1e25,1e25,-20.600000,"SM",0.0018,6.5052,14.5465,3.152511,2,
T,,70.59002683,-150.04397577,8,19,2008,15,11,26,1e25,1e25,-20.600000,"SM",0.0033,6.5085,14.5499,2.993284,4,
T,,70.58992004,-150.04304504,8,19,2008,15,11,54,1e25,1e25,-20.600000,"SM",0.0226,6.5311,14.5725,2.906832,28,
T,,70.58989707,-150.04283139,8,19,2008,15,12,0,1e25,1e25,-20.600000,"SM",0.0052,6.5363,14.5776,3.093664,6,
T,,70.58987419,-150.04246518,8,19,2008,15,12,10,1e25,1e25,-20.600000,"SM",0.0086,6.5448,14.5862,3.080166,10,
T,,70.58987419,-150.04145809,8,19,2008,15,12,38,1e25,1e25,-20.600000,"SM",0.0231,6.5679,14.6093,2.973130,28,
T,,70.58988945,-150.04119867,8,19,2008,15,12,45,1e25,1e25,-20.600000,"SM",0.0060,6.5740,14.6153,3.111038,7,
T,,70.58991241,-150.04089349,8,19,2008,15,12,53,1e25,1e25,-20.600000,"SM",0.0072,6.5812,14.6225,3.233233,8,
T,,70.58999632,-150.03981013,8,19,2008,15,13,22,1e25,1e25,-20.600000,"SM",0.0255,6.6067,14.6481,3.170758,29,
T,,70.59003445,-150.03858947,8,19,2008,15,13,54,1e25,1e25,-20.600000,"SM",0.0282,6.6349,14.6762,3.167064,32,
T,,70.59004971,-150.03831480,8,19,2008,15,14,1,1e25,1e25,-20.600000,"SM",0.0064,6.6413,14.6826,3.288551,7,
T,,70.59004208,-150.03723144,8,19,2008,15,14,30,1e25,1e25,-20.600000,"SM",0.0249,6.6661,14.7075,3.088691,29,
T,,70.59017938,-150.03623961,8,19,2008,15,14,58,1e25,1e25,-20.600000,"SM",0.0247,6.6908,14.7322,3.171922,28,
T,,70.59037015,-150.03529354,8,19,2008,15,15,28,1e25,1e25,-20.600000,"SM",0.0254,6.7162,14.7576,3.049088,30,
T,,70.59040829,-150.03424069,8,19,2008,15,15,56,1e25,1e25,-20.600000,"SM",0.0243,6.7405,14.7819,3.126569,28,
T,,70.59039303,-150.03405754,8,19,2008,15,16,1,1e25,1e25,-20.600000,"SM",0.0043,6.7449,14.7862,3.121397,5,
T,,70.59037778,-150.03390499,8,19,2008,15,16,5,1e25,1e25,-20.600000,"SM",0.0037,6.7485,14.7899,3.292087,4,
T,,70.59037015,-150.03364557,8,19,2008,15,16,12,1e25,1e25,-20.600000,"SM",0.0060,6.7545,14.7959,3.075340,7,
T,,70.59036252,-150.03337090,8,19,2008,15,16,19,1e25,1e25,-20.600000,"SM",0.0063,6.7608,14.8022,3.254820,7,
T,,70.59029387,-150.03227228,8,19,2008,15,16,48,1e25,1e25,-20.600000,"SM",0.0257,6.7865,14.8279,3.186312,29,
T,,70.59028625,-150.03184506,8,19,2008,15,16,59,1e25,1e25,-20.600000,"SM",0.0098,6.7963,14.8377,3.215044,11,
T,,70.59027862,-150.03143309,8,19,2008,15,17,10,1e25,1e25,-20.600000,"SM",0.0095,6.8058,14.8472,3.100582,11,
T,,70.59030913,-150.03042600,8,19,2008,15,17,37,1e25,1e25,-20.600000,"SM",0.0232,6.8290,14.8704,3.095967,27,
T,,70.59031676,-150.03007505,8,19,2008,15,17,46,1e25,1e25,-20.600000,"SM",0.0081,6.8371,14.8785,3.230174,9,
T,,70.59033201,-150.02952570,8,19,2008,15,18,1,1e25,1e25,-20.600000,"SM",0.0127,6.8498,14.8911,3.037838,15,
T,,70.59047693,-150.02917475,8,19,2008,15,18,30,1e25,1e25,-20.600000,"SM",0.0129,6.8626,14.9040,1.595542,29,
T,,70.59055321,-150.02914424,8,19,2008,15,18,54,1e25,1e25,-20.600000,"SM",0.0053,6.8679,14.9093,0.797471,24,
T,,70.59066771,-150.02943417,8,19,2008,15,19,23,1e25,1e25,-20.600000,"SM",0.0103,6.8783,14.9196,1.283489,29,
T,,70.59068296,-150.02946468,8,19,2008,15,19,25,1e25,1e25,-20.600000,"SM",0.0013,6.8795,14.9209,2.278060,2,
T,,70.59080500,-150.02981563,8,19,2008,15,19,43,1e25,1e25,-20.600000,"SM",0.0117,6.8912,14.9326,2.332672,18,
T,,70.59084314,-150.03005980,8,19,2008,15,19,52,1e25,1e25,-20.600000,"SM",0.0062,6.8974,14.9387,2.477825,9,
T,,70.59087365,-150.03034973,8,19,2008,15,20,2,1e25,1e25,-20.600000,"SM",0.0070,6.9044,14.9457,2.513790,10,
T,,70.59088128,-150.03056330,8,19,2008,15,20,9,1e25,1e25,-20.600000,"SM",0.0049,6.9093,14.9507,2.536423,7,
T,,70.59088890,-150.03079221,8,19,2008,15,20,16,1e25,1e25,-20.600000,"SM",0.0053,6.9146,14.9559,2.716579,7,
T,,70.59075161,-150.03189082,8,19,2008,15,20,48,1e25,1e25,-20.600000,"SM",0.0269,6.9415,14.9829,3.031831,32,
T,,70.59046168,-150.03239441,8,19,2008,15,21,14,1e25,1e25,-20.600000,"SM",0.0231,6.9647,15.0060,3.202586,26,
T,,70.59001157,-150.03253170,8,19,2008,15,21,49,1e25,1e25,-20.600000,"SM",0.0313,6.9959,15.0373,3.215197,35,
T,,70.58951561,-150.03222652,8,19,2008,15,22,25,1e25,1e25,-20.600000,"SM",0.0350,7.0309,15.0723,3.497653,36,
T,,70.58898160,-150.03218075,8,19,2008,15,23,3,1e25,1e25,-20.600000,"SM",0.0369,7.0678,15.1092,3.496886,38,
T,,70.58850853,-150.03184506,8,19,2008,15,23,34,1e25,1e25,-20.600000,"SM",0.0336,7.1014,15.1428,3.899959,31,
T,,70.58796689,-150.03158564,8,19,2008,15,24,6,1e25,1e25,-20.600000,"SM",0.0379,7.1393,15.1806,4.263165,32,
T,,70.58733364,-150.03182980,8,19,2008,15,24,43,1e25,1e25,-20.600000,"SM",0.0441,7.1834,15.2248,4.291917,37,
T,,70.58673852,-150.03169242,8,19,2008,15,25,18,1e25,1e25,-20.600000,"SM",0.0412,7.2246,15.2660,4.241762,35,
T,,70.58621214,-150.03120418,8,19,2008,15,25,51,1e25,1e25,-20.600000,"SM",0.0381,7.2627,15.3041,4.151874,33,
T,,70.58568567,-150.03123469,8,19,2008,15,26,22,1e25,1e25,-20.600000,"SM",0.0364,7.2991,15.3404,4.225023,31,
T,,70.58518980,-150.03091425,8,19,2008,15,26,52,1e25,1e25,-20.600000,"SM",0.0350,7.3341,15.3755,4.205167,30,
T,,70.58462519,-150.03077695,8,19,2008,15,27,25,1e25,1e25,-20.600000,"SM",0.0391,7.3733,15.4146,4.269566,33,
T,,70.58409118,-150.03044126,8,19,2008,15,27,57,1e25,1e25,-20.600000,"SM",0.0377,7.4110,15.4523,4.240530,32,
T,,70.58345793,-150.03009031,8,19,2008,15,28,33,1e25,1e25,-20.600000,"SM",0.0445,7.4554,15.4968,4.448990,36,
T,,70.58290858,-150.02973936,8,19,2008,15,29,5,1e25,1e25,-20.600000,"SM",0.0388,7.4942,15.5356,4.365336,32,
T,,70.58226770,-150.02941892,8,19,2008,15,29,42,1e25,1e25,-20.600000,"SM",0.0449,7.5391,15.5805,4.367496,37,
T,,70.58170318,-150.02915950,8,19,2008,15,30,14,1e25,1e25,-20.600000,"SM",0.0395,7.5786,15.6200,4.438940,32,
T,,70.58117671,-150.02902220,8,19,2008,15,30,44,1e25,1e25,-20.600000,"SM",0.0365,7.6151,15.6565,4.381424,30,
T,,70.58074186,-150.02960198,8,19,2008,15,31,14,1e25,1e25,-20.600000,"SM",0.0329,7.6480,15.6893,3.943807,30,
T,,70.58019251,-150.02935790,8,19,2008,15,31,47,1e25,1e25,-20.600000,"SM",0.0384,7.6863,15.7277,4.185638,33,
T,,70.57960510,-150.02899169,8,19,2008,15,32,21,1e25,1e25,-20.600000,"SM",0.0414,7.7278,15.7691,4.388660,34,
T,,70.57906338,-150.02841183,8,19,2008,15,32,54,1e25,1e25,-20.600000,"SM",0.0397,7.7675,15.8089,4.334114,33,
T,,70.57860564,-150.02784722,8,19,2008,15,33,22,1e25,1e25,-20.600000,"SM",0.0342,7.8017,15.8431,4.394983,28,
T,,70.57809443,-150.02708430,8,19,2008,15,33,55,1e25,1e25,-20.600000,"SM",0.0394,7.8411,15.8825,4.301596,33,
T,,70.57755279,-150.02639766,8,19,2008,15,34,28,1e25,1e25,-20.600000,"SM",0.0406,7.8817,15.9231,4.430498,33,
T,,70.57711023,-150.02568050,8,19,2008,15,34,57,1e25,1e25,-20.600000,"SM",0.0347,7.9165,15.9578,4.311952,29,
T,,70.57662198,-150.02467342,8,19,2008,15,35,31,1e25,1e25,-20.600000,"SM",0.0409,7.9574,15.9987,4.331409,34,
T,,70.57618713,-150.02371210,8,19,2008,15,36,2,1e25,1e25,-20.600000,"SM",0.0373,7.9947,16.0360,4.330569,31,
T,,70.57566066,-150.02272027,8,19,2008,15,36,37,1e25,1e25,-20.600000,"SM",0.0429,8.0376,16.0790,4.415129,35,
T,,70.57519530,-150.02197260,8,19,2008,15,37,7,1e25,1e25,-20.600000,"SM",0.0365,8.0741,16.1154,4.374651,30,
T,,70.57478325,-150.02114866,8,19,2008,15,37,36,1e25,1e25,-20.600000,"SM",0.0342,8.1082,16.1496,4.244376,29,
T,,70.57432551,-150.01997368,8,19,2008,15,38,11,1e25,1e25,-20.600000,"SM",0.0416,8.1498,16.1912,4.277208,35,
T,,70.57385252,-150.01908872,8,19,2008,15,38,43,1e25,1e25,-20.600000,"SM",0.0385,8.1883,16.2297,4.330259,32,
T,,70.57334131,-150.01821893,8,19,2008,15,39,17,1e25,1e25,-20.600000,"SM",0.0406,8.2289,16.2703,4.297201,34,
T,,70.57283781,-150.01766967,8,19,2008,15,39,47,1e25,1e25,-20.600000,"SM",0.0370,8.2659,16.3073,4.440929,30,
T,,70.57230371,-150.01725761,8,19,2008,15,40,18,1e25,1e25,-20.600000,"SM",0.0381,8.3040,16.3454,4.424288,31,
T,,70.57177733,-150.01664733,8,19,2008,15,40,50,1e25,1e25,-20.600000,"SM",0.0390,8.3430,16.3844,4.385285,32,
T,,70.57128900,-150.01593017,8,19,2008,15,41,21,1e25,1e25,-20.600000,"SM",0.0376,8.3805,16.4219,4.360746,31,
T,,70.57079312,-150.01556396,8,19,2008,15,41,51,1e25,1e25,-20.600000,"SM",0.0353,8.4158,16.4572,4.233623,30,
T,,70.57037353,-150.01487732,8,19,2008,15,42,22,1e25,1e25,-20.600000,"SM",0.0330,8.4488,16.4902,3.833246,31,
T,,70.56999207,-150.01385498,8,19,2008,15,42,52,1e25,1e25,-20.600000,"SM",0.0353,8.4841,16.5255,4.237193,30,
T,,70.56956476,-150.01304621,8,19,2008,15,43,21,1e25,1e25,-20.600000,"SM",0.0349,8.5190,16.5604,4.331041,29,
T,,70.56913753,-150.01220701,8,19,2008,15,43,51,1e25,1e25,-20.600000,"SM",0.0353,8.5543,16.5957,4.231427,30,
T,,70.56871793,-150.01133722,8,19,2008,15,44,21,1e25,1e25,-20.600000,"SM",0.0352,8.5895,16.6309,4.225985,30,
T,,70.56828308,-150.01046752,8,19,2008,15,44,53,1e25,1e25,-20.600000,"SM",0.0361,8.6256,16.6670,4.059943,32,
T,,70.56778712,-150.00981138,8,19,2008,15,45,24,1e25,1e25,-20.600000,"SM",0.0374,8.6630,16.7044,4.347827,31,
T,,70.56735227,-150.00904846,8,19,2008,15,45,53,1e25,1e25,-20.600000,"SM",0.0348,8.6978,16.7392,4.318654,29,
T,,70.56689445,-150.00813290,8,19,2008,15,46,25,1e25,1e25,-20.600000,"SM",0.0380,8.7358,16.7772,4.274334,32,
T,,70.56649773,-150.00708005,8,19,2008,15,46,57,1e25,1e25,-20.600000,"SM",0.0366,8.7724,16.8138,4.113737,32,
T,,70.56616204,-150.00602720,8,19,2008,15,47,26,1e25,1e25,-20.600000,"SM",0.0335,8.8059,16.8473,4.161454,29,
T,,70.56594847,-150.00529479,8,19,2008,15,47,55,1e25,1e25,-20.600000,"SM",0.0224,8.8283,16.8697,2.779249,29,
T,,70.56585685,-150.00498961,8,19,2008,15,48,23,1e25,1e25,-20.600000,"SM",0.0094,8.8378,16.8791,1.214918,28,
T,,70.56578058,-150.00479121,8,19,2008,15,48,50,1e25,1e25,-20.600000,"SM",0.0070,8.8447,16.8861,0.929296,27,
T,,70.56553650,-150.00416558,8,19,2008,15,49,19,1e25,1e25,-20.600000,"SM",0.0222,8.8669,16.9082,2.751460,29,
T,,70.56541437,-150.00353996,8,19,2008,15,49,49,1e25,1e25,-20.600000,"SM",0.0167,8.8836,16.9249,2.001026,30,
T,,70.56533810,-150.00299069,8,19,2008,15,50,8,1e25,1e25,-20.600000,"SM",0.0137,8.8972,16.9386,2.592567,19,
T,,70.56530759,-150.00270076,8,19,2008,15,50,17,1e25,1e25,-20.600000,"SM",0.0070,8.9042,16.9456,2.796311,9,
T,,70.56521606,-150.00152587,8,19,2008,15,50,48,1e25,1e25,-20.600000,"SM",0.0277,8.9320,16.9733,3.221513,31,
T,,70.56520843,-150.00137324,8,19,2008,15,50,52,1e25,1e25,-20.600000,"SM",0.0035,8.9355,16.9769,3.193537,4,
T,,70.56522368,-150.00115966,8,19,2008,15,50,58,1e25,1e25,-20.600000,"SM",0.0050,8.9405,16.9819,3.013073,6,
T,,70.56536098,-150.00030513,8,19,2008,15,51,25,1e25,1e25,-20.600000,"SM",0.0218,8.9624,17.0037,2.908778,27,
T,,70.56557463,-150.00007622,8,19,2008,15,51,55,1e25,1e25,-20.600000,"SM",0.0157,8.9780,17.0194,1.880650,30,
T,,70.56561277,-150.00041191,8,19,2008,15,55,59,1e25,1e25,-20.600000,"SM",0.0082,8.9862,17.0275,0.120317,244,
T,,70.56562040,-150.00042717,8,19,2008,15,56,48,1e25,1e25,-20.600000,"SM",0.0006,8.9868,17.0282,0.046509,49,
T,,70.56562803,-150.00045776,8,19,2008,15,57,42,1e25,1e25,-20.600000,"SM",0.0009,8.9877,17.0291,0.058591,54,
T,,70.56562803,-150.00042717,8,19,2008,15,59,3,1e25,1e25,-20.600000,"SM",0.0007,8.9884,17.0298,0.031259,81,
T,,70.56561277,-150.00042717,8,19,2008,15,59,30,1e25,1e25,-20.600000,"SM",0.0011,8.9895,17.0308,0.140536,27,
T,,70.56559752,-150.00039666,8,19,2008,16,0,4,1e25,1e25,-20.600000,"SM",0.0013,8.9907,17.0321,0.134055,34,
T,,70.56558989,-150.00036615,8,19,2008,16,0,42,1e25,1e25,-20.600000,"SM",0.0009,8.9916,17.0330,0.083116,38,
T,,70.56558226,-150.00036615,8,19,2008,16,1,56,1e25,1e25,-20.600000,"SM",0.0005,8.9921,17.0335,0.025638,74,
T,,70.56558226,-150.00033564,8,19,2008,16,2,33,1e25,1e25,-20.600000,"SM",0.0007,8.9928,17.0342,0.068245,37,
T,,70.56559752,-150.00042717,8,19,2008,16,4,39,1e25,1e25,-20.600000,"SM",0.0024,8.9952,17.0365,0.067241,126,
T,,70.56560514,-150.00042717,8,19,2008,16,5,33,1e25,1e25,-20.600000,"SM",0.0005,8.9957,17.0371,0.035134,54,
T,,70.56562040,-150.00042717,8,19,2008,16,6,39,1e25,1e25,-20.600000,"SM",0.0011,8.9968,17.0381,0.057492,66,
T,,70.56561277,-150.00042717,8,19,2008,16,7,25,1e25,1e25,-20.600000,"SM",0.0005,8.9973,17.0387,0.041244,46,
T,,70.56561277,-150.00038140,8,19,2008,16,8,16,1e25,1e25,-20.600000,"SM",0.0011,8.9983,17.0397,0.074266,51,
T,,70.56558989,-150.00041191,8,19,2008,16,9,22,1e25,1e25,-20.600000,"SM",0.0017,9.0001,17.0414,0.094344,66,
T,,70.56558989,-150.00039666,8,19,2008,16,10,25,1e25,1e25,-20.600000,"SM",0.0004,9.0004,17.0418,0.020040,63,
T,,70.56558989,-150.00039666,8,19,2008,16,11,51,1e25,1e25,-20.600000,"SM",0.0000,9.0004,17.0418,0.000000,86,
T,,70.56558226,-150.00035089,8,19,2008,16,12,56,1e25,1e25,-20.600000,"SM",0.0012,9.0016,17.0430,0.065172,65,
T,,70.56562040,-150.00041191,8,19,2008,16,14,44,1e25,1e25,-20.600000,"SM",0.0030,9.0046,17.0459,0.099507,108,
T,,70.56560514,-150.00045776,8,19,2008,16,16,1,1e25,1e25,-20.600000,"SM",0.0015,9.0061,17.0474,0.069691,77,
T,,70.56559752,-150.00042717,8,19,2008,16,17,29,1e25,1e25,-20.600000,"SM",0.0009,9.0070,17.0483,0.035954,88,
T,,70.56558989,-150.00041191,8,19,2008,16,18,25,1e25,1e25,-20.600000,"SM",0.0006,9.0076,17.0489,0.040695,56,
T,,70.56558989,-150.00041191,8,19,2008,16,19,37,1e25,1e25,-20.600000,"SM",0.0000,9.0076,17.0489,0.000000,72,
T,,70.56560514,-150.00041191,8,19,2008,16,21,2,1e25,1e25,-20.600000,"SM",0.0011,9.0086,17.0500,0.044641,85,
T,,70.56560514,-150.00041191,8,19,2008,16,22,9,1e25,1e25,-20.600000,"SM",0.0000,9.0086,17.0500,0.000000,67,
T,,70.56560514,-150.00041191,8,19,2008,16,22,45,1e25,1e25,-20.600000,"SM",0.0000,9.0086,17.0500,0.000000,36,
T,,70.56559752,-150.00039666,8,19,2008,16,24,18,1e25,1e25,-20.600000,"SM",0.0006,9.0093,17.0506,0.024505,93,
T,,70.56559752,-150.00039666,8,19,2008,16,25,31,1e25,1e25,-20.600000,"SM",0.0000,9.0093,17.0506,0.000000,73,
T,,70.56562040,-150.00032038,8,19,2008,16,26,35,1e25,1e25,-20.600000,"SM",0.0024,9.0116,17.0530,0.132808,64,
T,,70.56562803,-150.00030513,8,19,2008,16,27,17,1e25,1e25,-20.600000,"SM",0.0006,9.0123,17.0536,0.054260,42,
T,,70.56562803,-150.00028987,8,19,2008,16,27,45,1e25,1e25,-20.600000,"SM",0.0004,9.0126,17.0540,0.045090,28,
T,,70.56563566,-150.00032038,8,19,2008,16,28,15,1e25,1e25,-20.600000,"SM",0.0009,9.0135,17.0549,0.105280,30,
T,,70.56562803,-150.00041191,8,19,2008,16,28,48,1e25,1e25,-20.600000,"SM",0.0022,9.0157,17.0570,0.236640,33,
T,,70.56565091,-150.00027462,8,19,2008,16,29,21,1e25,1e25,-20.600000,"SM",0.0035,9.0192,17.0606,0.385108,33,
T,,70.56561277,-150.00038140,8,19,2008,16,29,50,1e25,1e25,-20.600000,"SM",0.0036,9.0228,17.0642,0.447071,29,
T,,70.56559752,-150.00036615,8,19,2008,16,30,32,1e25,1e25,-20.600000,"SM",0.0011,9.0239,17.0653,0.095215,42,
T,,70.56556701,-150.00035089,8,19,2008,16,31,32,1e25,1e25,-20.600000,"SM",0.0021,9.0260,17.0674,0.128221,60,
T,,70.56555938,-150.00030513,8,19,2008,16,32,51,1e25,1e25,-20.600000,"SM",0.0012,9.0272,17.0686,0.053623,79,
T,,70.56554412,-150.00027462,8,19,2008,16,33,40,1e25,1e25,-20.600000,"SM",0.0013,9.0285,17.0698,0.093017,49,
T,,70.56553650,-150.00019834,8,19,2008,16,34,43,1e25,1e25,-20.600000,"SM",0.0018,9.0303,17.0717,0.104629,63,
T,,70.56557463,-150.00021360,8,19,2008,16,36,0,1e25,1e25,-20.600000,"SM",0.0027,9.0330,17.0743,0.124284,77,
T,,70.56554412,-150.00022885,8,19,2008,16,36,33,1e25,1e25,-20.600000,"SM",0.0021,9.0351,17.0765,0.233129,33,
T,,70.56556701,-150.00010673,8,19,2008,16,37,20,1e25,1e25,-20.600000,"SM",0.0032,9.0383,17.0797,0.246800,47,
T,,70.56552116,-150.00012207,8,19,2008,16,37,46,1e25,1e25,-20.600000,"SM",0.0032,9.0415,17.0829,0.441336,26,
