Version 2:CSV
Datum:,WGS-84
ZoneOffset:,0.000000
"Type","Name","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Comment","Symbol#","SymbolColor","SymbolDisplay","Altitude (Meters)","Depth (Meters)","Temp Deg C","Ref Dist","Ref units"
W,001,70.54788667,-149.21208833,7,21,2008,11,0,0,21-JUL-08 11:00,18,Default Color,S+N,1.327515,1e25,1e25,0.0,feet
W,002,70.53270833,-149.08479333,7,21,2008,11,32,0,21-JUL-08 11:32,18,Default Color,S+N,0.606567,1e25,1e25,3.112,S mi
W,003,70.48795000,-148.70027000,7,21,2008,13,6,0,21-JUL-08 13:06,18,Default Color,S+N,1.567871,1e25,1e25,12.500,S mi
"Type","Name|Color|Visibility","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Altitude (Meters)","Depth (Meters)","Temp Deg C","Units","DP","DS","DT","VP (Mi/hr)","TP"
T,,70.52184667,-148.98962833,7,21,2008,19,57,18,3.021240,1e25,1e25,"SM",0.0156,6.7198,6.7198,5.601681,10,
T,,70.52175500,-148.98900333,7,21,2008,19,57,28,4.463257,1e25,1e25,"SM",0.0157,6.7356,6.7356,5.663075,10,
T,,70.52168333,-148.98837333,7,21,2008,19,57,38,3.501953,1e25,1e25,"SM",0.0153,6.7509,6.7509,5.520981,10,
T,,70.52161833,-148.98775333,7,21,2008,19,57,48,3.021240,1e25,1e25,"SM",0.0150,6.7659,6.7659,5.390529,10,
T,,70.52155833,-148.98709167,7,21,2008,19,57,58,4.463257,1e25,1e25,"SM",0.0158,6.7817,6.7817,5.687268,10,
T,,70.52146333,-148.98645667,7,21,2008,19,58,8,4.463257,1e25,1e25,"SM",0.0160,6.7977,6.7977,5.772603,10,
T,,70.52136167,-148.98585167,7,21,2008,19,58,18,3.982666,1e25,1e25,"SM",0.0156,6.8133,6.8133,5.619187,10,
T,,70.52128333,-148.98522667,7,21,2008,19,58,28,3.021240,1e25,1e25,"SM",0.0154,6.8287,6.8287,5.537988,10,
T,,70.52121833,-148.98457667,7,21,2008,19,58,38,3.501953,1e25,1e25,"SM",0.0156,6.8443,6.8443,5.628494,10,
T,,70.52113167,-148.98392167,7,21,2008,19,58,48,3.982666,1e25,1e25,"SM",0.0162,6.8606,6.8606,5.844840,10,
T,,70.52104000,-148.98330167,7,21,2008,19,58,58,4.463257,1e25,1e25,"SM",0.0156,6.8762,6.8762,5.625305,10,
T,,70.52095833,-148.98265333,7,21,2008,19,59,8,4.943848,1e25,1e25,"SM",0.0160,6.8922,6.8922,5.748405,10,
T,,70.52090500,-148.98199833,7,21,2008,19,59,18,4.943848,1e25,1e25,"SM",0.0155,6.9077,6.9077,5.592461,10,
T,,70.52085333,-148.98134000,7,21,2008,19,59,28,4.463257,1e25,1e25,"SM",0.0156,6.9233,6.9233,5.609695,10,
T,,70.52079833,-148.98068333,7,21,2008,19,59,38,3.501953,1e25,1e25,"SM",0.0156,6.9389,6.9389,5.615873,10,
T,,70.52074000,-148.98003333,7,21,2008,19,59,48,3.021240,1e25,1e25,"SM",0.0155,6.9544,6.9544,5.583245,10,
T,,70.52068667,-148.97937667,7,21,2008,19,59,58,3.501953,1e25,1e25,"SM",0.0156,6.9700,6.9700,5.605948,10,
T,,70.52063000,-148.97872167,7,21,2008,20,0,8,3.021240,1e25,1e25,"SM",0.0156,6.9856,6.9856,5.612777,10,
T,,70.52057333,-148.97805833,7,21,2008,20,0,18,3.501953,1e25,1e25,"SM",0.0158,7.0013,7.0013,5.679725,10,
T,,70.52049167,-148.97740667,7,21,2008,20,0,28,3.021240,1e25,1e25,"SM",0.0160,7.0174,7.0174,5.774394,10,
T,,70.52039500,-148.97680167,7,21,2008,20,0,38,2.060059,1e25,1e25,"SM",0.0155,7.0328,7.0328,5.564542,10,
T,,70.52030333,-148.97615000,7,21,2008,20,0,48,2.540649,1e25,1e25,"SM",0.0163,7.0491,7.0491,5.866563,10,
T,,70.52024000,-148.97548000,7,21,2008,20,0,58,3.021240,1e25,1e25,"SM",0.0160,7.0652,7.0652,5.776399,10,
T,,70.52017833,-148.97482167,7,21,2008,20,1,8,2.540649,1e25,1e25,"SM",0.0158,7.0809,7.0809,5.672023,10,
T,,70.52010000,-148.97418000,7,21,2008,20,1,18,3.501953,1e25,1e25,"SM",0.0157,7.0967,7.0967,5.667887,10,
T,,70.52001500,-148.97353333,7,21,2008,20,1,28,3.021240,1e25,1e25,"SM",0.0160,7.1127,7.1127,5.765594,10,
T,,70.51994500,-148.97288333,7,21,2008,20,1,38,2.540649,1e25,1e25,"SM",0.0157,7.1284,7.1284,5.665793,10,
T,,70.51991833,-148.97220000,7,21,2008,20,1,48,2.060059,1e25,1e25,"SM",0.0159,7.1443,7.1443,5.706808,10,
T,,70.51986667,-148.97152667,7,21,2008,20,1,58,2.060059,1e25,1e25,"SM",0.0159,7.1602,7.1602,5.731139,10,
T,,70.51977667,-148.97086500,7,21,2008,20,2,8,3.021240,1e25,1e25,"SM",0.0165,7.1767,7.1767,5.927428,10,
T,,70.51969000,-148.97020500,7,21,2008,20,2,18,4.463257,1e25,1e25,"SM",0.0163,7.1930,7.1930,5.883770,10,
T,,70.51961833,-148.96955167,7,21,2008,20,2,28,3.021240,1e25,1e25,"SM",0.0158,7.2089,7.2089,5.705011,10,
T,,70.51957333,-148.96888333,7,21,2008,20,2,38,3.501953,1e25,1e25,"SM",0.0157,7.2246,7.2246,5.655667,10,
T,,70.51953000,-148.96821167,7,21,2008,20,2,48,3.982666,1e25,1e25,"SM",0.0158,7.2403,7.2403,5.674765,10,
T,,70.51946000,-148.96756500,7,21,2008,20,2,58,3.021240,1e25,1e25,"SM",0.0157,7.2560,7.2560,5.639610,10,
T,,70.51936833,-148.96694167,7,21,2008,20,3,8,2.540649,1e25,1e25,"SM",0.0157,7.2717,7.2717,5.650981,10,
T,,70.51928000,-148.96627000,7,21,2008,20,3,18,3.021240,1e25,1e25,"SM",0.0166,7.2883,7.2883,5.989109,10,
T,,70.51917833,-148.96564333,7,21,2008,20,3,28,2.060059,1e25,1e25,"SM",0.0161,7.3044,7.3044,5.780737,10,
T,,70.51905833,-148.96506833,7,21,2008,20,3,38,1.579346,1e25,1e25,"SM",0.0156,7.3200,7.3200,5.626670,10,
T,,70.51893667,-148.96449500,7,21,2008,20,3,48,1.098633,1e25,1e25,"SM",0.0157,7.3357,7.3357,5.637126,10,
T,,70.51882500,-148.96389500,7,21,2008,20,3,58,0.618042,1e25,1e25,"SM",0.0158,7.3515,7.3515,5.699723,10,
T,,70.51873167,-148.96325167,7,21,2008,20,4,8,1.579346,1e25,1e25,"SM",0.0162,7.3677,7.3677,5.819731,10,
T,,70.51866333,-148.96260333,7,21,2008,20,4,18,1.579346,1e25,1e25,"SM",0.0157,7.3833,7.3833,5.640332,10,
T,,70.51856833,-148.96197500,7,21,2008,20,4,28,0.618042,1e25,1e25,"SM",0.0159,7.3992,7.3992,5.722876,10,
T,,70.51845833,-148.96137000,7,21,2008,20,4,38,0.137451,1e25,1e25,"SM",0.0159,7.4151,7.4151,5.716098,10,
T,,70.51835833,-148.96075833,7,21,2008,20,4,48,0.618042,1e25,1e25,"SM",0.0157,7.4308,7.4308,5.650923,10,
T,,70.51826667,-148.96013333,7,21,2008,20,4,58,0.137451,1e25,1e25,"SM",0.0157,7.4465,7.4465,5.663892,10,
T,,70.51815833,-148.95951333,7,21,2008,20,5,8,0.618042,1e25,1e25,"SM",0.0161,7.4627,7.4627,5.806365,10,
T,,70.51804667,-148.95896000,7,21,2008,20,5,18,-1.304688,1e25,1e25,"SM",0.0149,7.4776,7.4776,5.365155,10,
T,,70.51796500,-148.95830333,7,21,2008,20,5,28,-0.824097,1e25,1e25,"SM",0.0161,7.4937,7.4937,5.813871,10,
T,,70.51787500,-148.95765833,7,21,2008,20,5,38,-0.343384,1e25,1e25,"SM",0.0161,7.5098,7.5098,5.800117,10,
T,,70.51775667,-148.95707333,7,21,2008,20,5,48,-0.824097,1e25,1e25,"SM",0.0158,7.5256,7.5256,5.675815,10,
T,,70.51759833,-148.95655833,7,21,2008,20,5,58,-0.343384,1e25,1e25,"SM",0.0161,7.5417,7.5417,5.810594,10,
T,,70.51745833,-148.95601500,7,21,2008,20,6,8,0.137451,1e25,1e25,"SM",0.0158,7.5576,7.5576,5.695876,10,
T,,70.51737333,-148.95549333,7,21,2008,20,6,18,-2.746704,1e25,1e25,"SM",0.0134,7.5709,7.5709,4.816515,10,
T,,70.51732000,-148.95478667,7,21,2008,20,6,28,-1.304688,1e25,1e25,"SM",0.0167,7.5876,7.5876,6.010645,10,
T,,70.51728333,-148.95409167,7,21,2008,20,6,38,-0.343384,1e25,1e25,"SM",0.0162,7.6039,7.6039,5.837340,10,
T,,70.51724000,-148.95339333,7,21,2008,20,6,48,-0.824097,1e25,1e25,"SM",0.0164,7.6202,7.6202,5.892731,10,
T,,70.51719667,-148.95272000,7,21,2008,20,6,58,-0.824097,1e25,1e25,"SM",0.0158,7.6360,7.6360,5.688970,10,
T,,70.51716167,-148.95204333,7,21,2008,20,7,8,-0.343384,1e25,1e25,"SM",0.0158,7.6518,7.6518,5.680698,10,
T,,70.51710833,-148.95136333,7,21,2008,20,7,18,-0.343384,1e25,1e25,"SM",0.0161,7.6679,7.6679,5.795140,10,
T,,70.51702667,-148.95071500,7,21,2008,20,7,28,-0.343384,1e25,1e25,"SM",0.0160,7.6839,7.6839,5.749381,10,
T,,70.51692500,-148.95005000,7,21,2008,20,7,38,1.098633,1e25,1e25,"SM",0.0169,7.7007,7.7007,6.068829,10,
T,,70.51684833,-148.94934833,7,21,2008,20,7,48,4.463257,1e25,1e25,"SM",0.0170,7.7177,7.7177,6.125478,10,
T,,70.51681333,-148.94869667,7,21,2008,20,7,58,2.540649,1e25,1e25,"SM",0.0152,7.7330,7.7330,5.475933,10,
T,,70.51681000,-148.94803500,7,21,2008,20,8,8,1.098633,1e25,1e25,"SM",0.0152,7.7482,7.7482,5.489880,10,
T,,70.51681167,-148.94735833,7,21,2008,20,8,18,0.137451,1e25,1e25,"SM",0.0156,7.7638,7.7638,5.613848,10,
T,,70.51679333,-148.94668333,7,21,2008,20,8,28,0.137451,1e25,1e25,"SM",0.0156,7.7794,7.7794,5.618408,10,
T,,70.51675500,-148.94600833,7,21,2008,20,8,38,0.618042,1e25,1e25,"SM",0.0158,7.7952,7.7952,5.680474,10,
T,,70.51670167,-148.94532667,7,21,2008,20,8,48,0.618042,1e25,1e25,"SM",0.0161,7.8113,7.8113,5.808711,10,
T,,70.51662667,-148.94467000,7,21,2008,20,8,58,0.618042,1e25,1e25,"SM",0.0160,7.8273,7.8273,5.758370,10,
T,,70.51654833,-148.94401333,7,21,2008,20,9,8,1.579346,1e25,1e25,"SM",0.0161,7.8434,7.8434,5.785782,10,
T,,70.51649667,-148.94334167,7,21,2008,20,9,18,1.098633,1e25,1e25,"SM",0.0159,7.8593,7.8593,5.718569,10,
T,,70.51645333,-148.94267500,7,21,2008,20,9,28,0.618042,1e25,1e25,"SM",0.0157,7.8749,7.8749,5.634874,10,
T,,70.51639833,-148.94200500,7,21,2008,20,9,38,0.618042,1e25,1e25,"SM",0.0159,7.8908,7.8908,5.724370,10,
T,,70.51634000,-148.94135167,7,21,2008,20,9,48,-0.343384,1e25,1e25,"SM",0.0156,7.9064,7.9064,5.611084,10,
T,,70.51628167,-148.94067333,7,21,2008,20,9,58,-0.824097,1e25,1e25,"SM",0.0161,7.9226,7.9226,5.811700,10,
T,,70.51622333,-148.93998167,7,21,2008,20,10,8,-1.304688,1e25,1e25,"SM",0.0164,7.9390,7.9390,5.918895,10,
T,,70.51615500,-148.93929833,7,21,2008,20,10,18,-0.824097,1e25,1e25,"SM",0.0164,7.9554,7.9554,5.918491,10,
T,,70.51607667,-148.93864333,7,21,2008,20,10,28,-0.824097,1e25,1e25,"SM",0.0160,7.9715,7.9715,5.772884,10,
T,,70.51599500,-148.93797667,7,21,2008,20,10,38,0.618042,1e25,1e25,"SM",0.0164,7.9878,7.9878,5.892175,10,
T,,70.51590000,-148.93737500,7,21,2008,20,10,48,-0.824097,1e25,1e25,"SM",0.0153,8.0032,8.0032,5.522754,10,
T,,70.51580167,-148.93674333,7,21,2008,20,10,58,-0.343384,1e25,1e25,"SM",0.0161,8.0192,8.0192,5.783298,10,
T,,70.51571167,-148.93607500,7,21,2008,20,11,8,0.618042,1e25,1e25,"SM",0.0166,8.0359,8.0359,5.979699,10,
T,,70.51564333,-148.93541833,7,21,2008,20,11,18,0.137451,1e25,1e25,"SM",0.0159,8.0517,8.0517,5.707059,10,
T,,70.51559833,-148.93473667,7,21,2008,20,11,28,0.618042,1e25,1e25,"SM",0.0160,8.0677,8.0677,5.765208,10,
T,,70.51554667,-148.93406333,7,21,2008,20,11,38,0.137451,1e25,1e25,"SM",0.0159,8.0836,8.0836,5.732299,10,
T,,70.51547500,-148.93341167,7,21,2008,20,11,48,-0.824097,1e25,1e25,"SM",0.0158,8.0995,8.0995,5.692929,10,
T,,70.51539333,-148.93270000,7,21,2008,20,11,58,1.098633,1e25,1e25,"SM",0.0173,8.1168,8.1168,6.244118,10,
T,,70.51532333,-148.93203167,7,21,2008,20,12,8,1.098633,1e25,1e25,"SM",0.0161,8.1330,8.1330,5.811900,10,
T,,70.51525500,-148.93137500,7,21,2008,20,12,18,0.137451,1e25,1e25,"SM",0.0159,8.1488,8.1488,5.707158,10,
T,,70.51517500,-148.93073333,7,21,2008,20,12,28,-0.343384,1e25,1e25,"SM",0.0158,8.1646,8.1646,5.683483,10,
T,,70.51509833,-148.93007833,7,21,2008,20,12,38,-0.343384,1e25,1e25,"SM",0.0160,8.1806,8.1806,5.759272,10,
T,,70.51503667,-148.92939167,7,21,2008,20,12,48,-0.824097,1e25,1e25,"SM",0.0164,8.1970,8.1970,5.900020,10,
T,,70.51496500,-148.92869000,7,21,2008,20,12,58,0.137451,1e25,1e25,"SM",0.0169,8.2139,8.2139,6.088425,10,
T,,70.51488000,-148.92797833,7,21,2008,20,13,8,3.021240,1e25,1e25,"SM",0.0174,8.2313,8.2313,6.271721,10,
T,,70.51480000,-148.92733167,7,21,2008,20,13,18,3.021240,1e25,1e25,"SM",0.0159,8.2472,8.2472,5.722453,10,
T,,70.51471667,-148.92667000,7,21,2008,20,13,28,3.501953,1e25,1e25,"SM",0.0163,8.2635,8.2635,5.868093,10,
T,,70.51463000,-148.92606000,7,21,2008,20,13,38,2.540649,1e25,1e25,"SM",0.0153,8.2788,8.2788,5.501126,10,
T,,70.51454167,-148.92540333,7,21,2008,20,13,48,2.060059,1e25,1e25,"SM",0.0163,8.2951,8.2951,5.874717,10,
T,,70.51445167,-148.92479167,7,21,2008,20,13,58,0.618042,1e25,1e25,"SM",0.0154,8.3105,8.3105,5.546832,10,
T,,70.51436167,-148.92415167,7,21,2008,20,14,8,0.137451,1e25,1e25,"SM",0.0160,8.3265,8.3265,5.762722,10,
T,,70.51427667,-148.92345167,7,21,2008,20,14,18,1.098633,1e25,1e25,"SM",0.0172,8.3437,8.3437,6.180839,10,
T,,70.51419000,-148.92278667,7,21,2008,20,14,28,1.098633,1e25,1e25,"SM",0.0165,8.3601,8.3601,5.923775,10,
T,,70.51410167,-148.92214667,7,21,2008,20,14,38,0.137451,1e25,1e25,"SM",0.0160,8.3761,8.3761,5.746808,10,
T,,70.51401167,-148.92148500,7,21,2008,20,14,48,0.618042,1e25,1e25,"SM",0.0165,8.3926,8.3926,5.928873,10,
T,,70.51393167,-148.92081333,7,21,2008,20,14,58,0.618042,1e25,1e25,"SM",0.0164,8.4090,8.4090,5.917595,10,
T,,70.51384667,-148.92019667,7,21,2008,20,15,8,-1.304688,1e25,1e25,"SM",0.0154,8.4244,8.4244,5.536277,10,
T,,70.51375667,-148.91957333,7,21,2008,20,15,18,-2.265991,1e25,1e25,"SM",0.0157,8.4401,8.4401,5.635696,10,
T,,70.51366333,-148.91894167,7,21,2008,20,15,28,-0.824097,1e25,1e25,"SM",0.0159,8.4560,8.4560,5.732314,10,
T,,70.51357833,-148.91826167,7,21,2008,20,15,38,-0.824097,1e25,1e25,"SM",0.0167,8.4727,8.4727,6.025356,10,
T,,70.51349333,-148.91758167,7,21,2008,20,15,48,-0.343384,1e25,1e25,"SM",0.0167,8.4894,8.4894,6.025378,10,
T,,70.51339833,-148.91690167,7,21,2008,20,15,58,0.618042,1e25,1e25,"SM",0.0170,8.5064,8.5064,6.117117,10,
T,,70.51330500,-148.91623667,7,21,2008,20,16,8,0.618042,1e25,1e25,"SM",0.0166,8.5231,8.5231,5.986334,10,
T,,70.51321500,-148.91558167,7,21,2008,20,16,18,0.618042,1e25,1e25,"SM",0.0163,8.5394,8.5394,5.877887,10,
T,,70.51313167,-148.91492000,7,21,2008,20,16,28,0.137451,1e25,1e25,"SM",0.0163,8.5557,8.5557,5.868494,10,
T,,70.51304167,-148.91428167,7,21,2008,20,16,38,-0.343384,1e25,1e25,"SM",0.0160,8.5717,8.5717,5.750300,10,
T,,70.51294667,-148.91362167,7,21,2008,20,16,48,0.137451,1e25,1e25,"SM",0.0166,8.5882,8.5882,5.964505,10,
T,,70.51285667,-148.91295000,7,21,2008,20,16,58,-0.343384,1e25,1e25,"SM",0.0167,8.6049,8.6049,6.006080,10,
T,,70.51276500,-148.91228833,7,21,2008,20,17,8,-0.824097,1e25,1e25,"SM",0.0165,8.6214,8.6214,5.944962,10,
T,,70.51267000,-148.91162667,7,21,2008,20,17,18,-0.824097,1e25,1e25,"SM",0.0166,8.6380,8.6380,5.977275,10,
T,,70.51257333,-148.91098333,7,21,2008,20,17,28,-1.304688,1e25,1e25,"SM",0.0163,8.6543,8.6543,5.854777,10,
T,,70.51248667,-148.91028333,7,21,2008,20,17,38,-0.824097,1e25,1e25,"SM",0.0172,8.6715,8.6715,6.195623,10,
T,,70.51239667,-148.90965167,7,21,2008,20,17,48,-2.746704,1e25,1e25,"SM",0.0158,8.6873,8.6873,5.699541,10,
T,,70.51230833,-148.90896667,7,21,2008,20,17,58,-1.304688,1e25,1e25,"SM",0.0169,8.7043,8.7043,6.093957,10,
T,,70.51222000,-148.90834000,7,21,2008,20,18,8,-4.188599,1e25,1e25,"SM",0.0157,8.7200,8.7200,5.645187,10,
T,,70.51213167,-148.90763333,7,21,2008,20,18,18,-1.304688,1e25,1e25,"SM",0.0174,8.7373,8.7373,6.262036,10,
T,,70.51204833,-148.90692333,7,21,2008,20,18,28,0.137451,1e25,1e25,"SM",0.0173,8.7547,8.7547,6.245598,10,
T,,70.51196500,-148.90625833,7,21,2008,20,18,38,0.137451,1e25,1e25,"SM",0.0164,8.7711,8.7711,5.894675,10,
T,,70.51186833,-148.90558667,7,21,2008,20,18,48,0.618042,1e25,1e25,"SM",0.0169,8.7879,8.7879,6.070086,10,
T,,70.51178500,-148.90490000,7,21,2008,20,18,58,1.098633,1e25,1e25,"SM",0.0168,8.8048,8.8048,6.063362,10,
T,,70.51169333,-148.90424833,7,21,2008,20,19,8,0.618042,1e25,1e25,"SM",0.0163,8.8211,8.8211,5.868679,10,
T,,70.51161167,-148.90356500,7,21,2008,20,19,18,1.098633,1e25,1e25,"SM",0.0167,8.8378,8.8378,6.023314,10,
T,,70.51151833,-148.90291500,7,21,2008,20,19,28,-0.343384,1e25,1e25,"SM",0.0163,8.8541,8.8541,5.872246,10,
T,,70.51142833,-148.90228000,7,21,2008,20,19,38,-0.824097,1e25,1e25,"SM",0.0159,8.8700,8.8700,5.725220,10,
T,,70.51134167,-148.90160000,7,21,2008,20,19,48,-0.343384,1e25,1e25,"SM",0.0168,8.8868,8.8868,6.040609,10,
T,,70.51125000,-148.90091333,7,21,2008,20,19,58,0.137451,1e25,1e25,"SM",0.0170,8.9039,8.9039,6.137452,10,
T,,70.51115667,-148.90025500,7,21,2008,20,20,8,-0.343384,1e25,1e25,"SM",0.0165,8.9203,8.9203,5.935917,10,
T,,70.51107000,-148.89960333,7,21,2008,20,20,18,-1.304688,1e25,1e25,"SM",0.0162,8.9365,8.9365,5.821643,10,
T,,70.51098667,-148.89892333,7,21,2008,20,20,28,-0.824097,1e25,1e25,"SM",0.0167,8.9532,8.9532,6.011612,10,
T,,70.51090167,-148.89824167,7,21,2008,20,20,38,-0.824097,1e25,1e25,"SM",0.0168,8.9700,8.9700,6.039007,10,
T,,70.51081833,-148.89753500,7,21,2008,20,20,48,-0.343384,1e25,1e25,"SM",0.0173,8.9873,8.9873,6.219848,10,
T,,70.51073500,-148.89684500,7,21,2008,20,20,58,0.618042,1e25,1e25,"SM",0.0169,9.0042,9.0042,6.089642,10,
T,,70.51065167,-148.89617000,7,21,2008,20,21,8,0.137451,1e25,1e25,"SM",0.0166,9.0208,9.0208,5.972768,10,
T,,70.51057333,-148.89549333,7,21,2008,20,21,18,-0.343384,1e25,1e25,"SM",0.0165,9.0373,9.0373,5.943840,10,
T,,70.51050500,-148.89480167,7,21,2008,20,21,28,0.618042,1e25,1e25,"SM",0.0166,9.0539,9.0539,5.986281,10,
T,,70.51042333,-148.89414833,7,21,2008,20,21,38,-0.343384,1e25,1e25,"SM",0.0161,9.0700,9.0700,5.789858,10,
T,,70.51035500,-148.89344000,7,21,2008,20,21,48,0.137451,1e25,1e25,"SM",0.0170,9.0870,9.0870,6.119068,10,
T,,70.51030000,-148.89276000,7,21,2008,20,21,58,-0.343384,1e25,1e25,"SM",0.0161,9.1031,9.1031,5.806611,10,
T,,70.51024000,-148.89201667,7,21,2008,20,22,8,1.579346,1e25,1e25,"SM",0.0176,9.1207,9.1207,6.346723,10,
T,,70.51016167,-148.89131167,7,21,2008,20,22,18,2.540649,1e25,1e25,"SM",0.0171,9.1379,9.1379,6.166571,10,
T,,70.51009833,-148.89058333,7,21,2008,20,22,28,3.021240,1e25,1e25,"SM",0.0174,9.1552,9.1552,6.246235,10,
T,,70.51003500,-148.88991833,7,21,2008,20,22,38,2.060059,1e25,1e25,"SM",0.0159,9.1712,9.1712,5.739180,10,
T,,70.50996333,-148.88926000,7,21,2008,20,22,48,2.540649,1e25,1e25,"SM",0.0160,9.1871,9.1871,5.746896,10,
T,,70.50989167,-148.88856667,7,21,2008,20,22,58,1.579346,1e25,1e25,"SM",0.0167,9.2039,9.2039,6.023724,10,
T,,70.50982167,-148.88786667,7,21,2008,20,23,8,2.060059,1e25,1e25,"SM",0.0168,9.2207,9.2207,6.064582,10,
T,,70.50974833,-148.88714667,7,21,2008,20,23,18,3.021240,1e25,1e25,"SM",0.0174,9.2381,9.2381,6.247478,10,
T,,70.50968833,-148.88643667,7,21,2008,20,23,28,3.501953,1e25,1e25,"SM",0.0169,9.2550,9.2550,6.078357,10,
T,,70.50964667,-148.88569167,7,21,2008,20,23,38,5.424561,1e25,1e25,"SM",0.0174,9.2724,9.2724,6.269036,10,
T,,70.50957500,-148.88504333,7,21,2008,20,23,48,3.982666,1e25,1e25,"SM",0.0157,9.2881,9.2881,5.668157,10,
T,,70.50949833,-148.88437833,7,21,2008,20,23,58,3.021240,1e25,1e25,"SM",0.0162,9.3043,9.3043,5.839065,10,
T,,70.50943000,-148.88368000,7,21,2008,20,24,8,3.982666,1e25,1e25,"SM",0.0168,9.3211,9.3211,6.039644,10,
T,,70.50934833,-148.88296833,7,21,2008,20,24,18,3.501953,1e25,1e25,"SM",0.0173,9.3385,9.3385,6.245783,10,
T,,70.50927167,-148.88230167,7,21,2008,20,24,28,2.540649,1e25,1e25,"SM",0.0163,9.3547,9.3547,5.852198,10,
T,,70.50921500,-148.88158333,7,21,2008,20,24,38,2.060059,1e25,1e25,"SM",0.0170,9.3717,9.3717,6.125950,10,
T,,70.50915500,-148.88087500,7,21,2008,20,24,48,2.060059,1e25,1e25,"SM",0.0168,9.3886,9.3886,6.065099,10,
T,,70.50909000,-148.88017500,7,21,2008,20,24,58,2.060059,1e25,1e25,"SM",0.0168,9.4053,9.4053,6.030255,10,
T,,70.50902833,-148.87948167,7,21,2008,20,25,8,2.060059,1e25,1e25,"SM",0.0165,9.4219,9.4219,5.955095,10,
T,,70.50896667,-148.87873667,7,21,2008,20,25,18,3.982666,1e25,1e25,"SM",0.0177,9.4396,9.4396,6.370399,10,
T,,70.50888667,-148.87806333,7,21,2008,20,25,28,3.021240,1e25,1e25,"SM",0.0165,9.4560,9.4560,5.931930,10,
T,,70.50880833,-148.87736667,7,21,2008,20,25,38,2.540649,1e25,1e25,"SM",0.0169,9.4730,9.4730,6.101362,10,
T,,70.50873167,-148.87668833,7,21,2008,20,25,48,2.060059,1e25,1e25,"SM",0.0165,9.4895,9.4895,5.943963,10,
T,,70.50864667,-148.87600833,7,21,2008,20,25,58,1.579346,1e25,1e25,"SM",0.0167,9.5062,9.5062,6.026641,10,
T,,70.50856333,-148.87533500,7,21,2008,20,26,8,1.098633,1e25,1e25,"SM",0.0166,9.5228,9.5228,5.960338,10,
T,,70.50847667,-148.87466333,7,21,2008,20,26,18,1.098633,1e25,1e25,"SM",0.0166,9.5394,9.5394,5.976795,10,
T,,70.50840167,-148.87398000,7,21,2008,20,26,28,0.618042,1e25,1e25,"SM",0.0166,9.5560,9.5560,5.970285,10,
T,,70.50833000,-148.87328000,7,21,2008,20,26,38,0.137451,1e25,1e25,"SM",0.0169,9.5729,9.5729,6.077022,10,
T,,70.50825833,-148.87257000,7,21,2008,20,26,48,0.618042,1e25,1e25,"SM",0.0171,9.5900,9.5900,6.156434,10,
T,,70.50817167,-148.87190500,7,21,2008,20,26,58,-0.343384,1e25,1e25,"SM",0.0165,9.6064,9.6064,5.925300,10,
T,,70.50808667,-148.87122333,7,21,2008,20,27,8,0.137451,1e25,1e25,"SM",0.0168,9.6232,9.6232,6.039743,10,
T,,70.50801167,-148.87047500,7,21,2008,20,27,18,1.579346,1e25,1e25,"SM",0.0180,9.6412,9.6412,6.485048,10,
T,,70.50793000,-148.86981667,7,21,2008,20,27,28,1.098633,1e25,1e25,"SM",0.0162,9.6574,9.6574,5.829362,10,
T,,70.50786333,-148.86910833,7,21,2008,20,27,38,1.098633,1e25,1e25,"SM",0.0170,9.6744,9.6744,6.108378,10,
T,,70.50779000,-148.86842000,7,21,2008,20,27,48,0.618042,1e25,1e25,"SM",0.0167,9.6910,9.6910,5.997144,10,
T,,70.50771000,-148.86771167,7,21,2008,20,27,58,0.137451,1e25,1e25,"SM",0.0172,9.7083,9.7083,6.206664,10,
T,,70.50763667,-148.86702000,7,21,2008,20,28,8,0.618042,1e25,1e25,"SM",0.0167,9.7250,9.7250,6.023547,10,
T,,70.50757833,-148.86629333,7,21,2008,20,28,18,1.098633,1e25,1e25,"SM",0.0172,9.7422,9.7422,6.203314,10,
T,,70.50749333,-148.86562000,7,21,2008,20,28,28,1.098633,1e25,1e25,"SM",0.0166,9.7588,9.7588,5.975157,10,
T,,70.50741500,-148.86493167,7,21,2008,20,28,38,1.098633,1e25,1e25,"SM",0.0168,9.7756,9.7756,6.036234,10,
T,,70.50734833,-148.86423167,7,21,2008,20,28,48,1.098633,1e25,1e25,"SM",0.0168,9.7924,9.7924,6.041981,10,
T,,70.50728500,-148.86355000,7,21,2008,20,28,58,0.137451,1e25,1e25,"SM",0.0163,9.8087,9.8087,5.873043,10,
T,,70.50721000,-148.86286167,7,21,2008,20,29,8,-0.343384,1e25,1e25,"SM",0.0167,9.8254,9.8254,6.010038,10,
T,,70.50712167,-148.86217167,7,21,2008,20,29,18,0.137451,1e25,1e25,"SM",0.0170,9.8424,9.8424,6.134041,10,
T,,70.50704333,-148.86147000,7,21,2008,20,29,28,0.618042,1e25,1e25,"SM",0.0171,9.8595,9.8595,6.141181,10,
T,,70.50696667,-148.86080167,7,21,2008,20,29,38,-0.343384,1e25,1e25,"SM",0.0163,9.8758,9.8758,5.865873,10,
